data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,#bergs,#growlers,#Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,Comments
IOT,1,536,536,N,Ship,Westport (SS),Visual,48.41666667,-50.05,1925,1925,January,1/29/25,,Small,,,,3,,,,,,,,,,,,,,,,,,HB 1850 Feb 18: and a scattered field of slush ice
IOT,1,537,537,N,Ship,Westport (SS),Visual,48.03333333,-50.21666667,1925,1925,January,1/29/25,,Growler,,x,,,,,,,,,,,,,,,,,,,,HB 1850 Feb 18: large growlers
IOT,1,538,538,N,Ship,Estonia (SS),Visual,47.5,-47.58333333,1925,1925,February,2/28/25,,Medium,,,,,1,,,,,,,,30,E,,,,,,,,HB 1858 Apr 15
IOT,1,1,1,N,Miscellaneous,Cape Race Radio Station,Visual,47.46666667,-47.4,1925,1925,March,3/1/25,,Large,,,,,,1,,,,,,,,,,,,,,,,"IIP, also HB 1855 Mar 25: lon minutes slightly different"
IOT,1,2,2,N,Miscellaneous,Cape Race Radio Station,Visual,48.75,-47.83333333,1925,1925,March,3/1/25,,Large,,,,,,1,,,,,,,,,,,,,,,,IIP
IOT,1,3,3,N,Ship,Coronia (SS),Visual,48.71666667,-48.83333333,1925,1925,March,3/2/25,,Berg,2,,,,,,,,,,,,,,,,,,,,,"IIP, also HB 1855 Mar 25"
IOT,1,4,4,N,Miscellaneous,Cape Race Radio Station,Visual,48.28333333,-48.71666667,1925,1925,March,3/2/25,,Berg,2,,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,5,5,N,Ship,Coronia (SS),Visual,47.83333333,-47,1925,1925,March,3/2/25,,Berg,1,,,,,,,,,,,,,,,,,,,,,"IIP, also HB 1855 Mar 25"
IOT,1,6,6,N,Ship,Coronia (SS),Visual,47.46666667,-47.4,1925,1925,March,3/2/25,,Berg,1,,,,,,,,,,,,,,,,,,,,,"IIP, also HB 1855 Mar 25"
IOT,1,7,7,N,Ship,Coronia (SS),Visual,46.28333333,-48.71666667,1925,1925,March,3/2/25,,Berg,1,,,,,,,,,,,,,,,,,,,,,"IIP, also HB 1855 Mar 25"
IOT,1,8,8,N,Miscellaneous,Cape Race Radio Station,Visual,48.28333333,-48.71666667,1925,1925,March,3/2/25,,Berg,1,,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,9,9,N,Miscellaneous,Cape Race Radio Station,Visual,48.71666667,-47.83333333,1925,1925,March,3/2/25,,Berg,1,,,,,,,,,,,,,,,,,,,,,IIP
