data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,#bergs,#growlers,#Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,Comments
IOT,1,1,1,N,Ship,USCGC Campbell,Visual,58.61666667,-43.33333333,1953,1953,January,1/26/53,,Berg,10,,,,,,,,,,,,,,,,,,,,,
IOT,1,2.1,2.1,N,Ship,USCGC Campbell,Visual,58.58333333,-42.93333333,1953,1953,January,1/26/53,,Berg,4,,,,,,,,,,,,,,,,,,,,,4 bergs and some growlers
IOT,1,2.2,2.2,N,Ship,USCGC Campbell,Visual,58.58333333,-42.93333333,1953,1953,January,1/26/53,,Growler,,x,,,,,,,,,,,,,,,,,,,,4 bergs and some growlers
IOT,1,3,3,N,Ship,USCGC Campbell,Visual,58.65,-42.1,1953,1953,January,1/26/53,,Berg,15,,,,,,,,,,,,,,,,,,,,,Approximately 15 bergs in vicinity
IOT,1,4,4,N,Ship,USCGC McCulloch,Visual,60.03333333,-36.48333333,1953,1953,January,1/31/53,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,5,5,N,Ship,USCGC McCulloch,Visual,59.7,-37.35,1953,1953,January,1/31/53,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,6,6,N,Ship,USCGC McCulloch,Visual,59.36666667,-37.75,1953,1953,January,1/31/53,,Small,,,,5,,,,,,,,,,,,,,,,,,
IOT,1,7,7,N,Ship,USCGC McCulloch,Visual,59.05,-38.43333333,1953,1953,January,1/31/53,,Small,,,,2,,,,,,,,,,,,,,,,,,
IOT,1,10,10,N,Aircraft,USCG,Visual,51.06666667,-53,1953,1953,February,2/20/53,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,11,11,N,Aircraft,USCG,Visual,51.58333333,-52.2,1953,1953,February,2/20/53,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,13,13,N,Ship,USCGC Matagorda,Visual,52.33333333,-51.85,1953,1953,February,2/21/53,,Growler,,x,,,,,,,,,,,,,,,,,,,,Numerous growlers
IOT,1,14,14,N,Ship,USCGC Matagorda,Visual,52.41666667,-52.2,1953,1953,February,2/21/53,,Small,,,,2,,,,,,,,,,,,,,,,,,
IOT,1,15,15,N,Ship,USCGC Matagorda,Visual,52.56666667,-51.98333333,1953,1953,February,2/21/53,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,17,17,N,Ship,USCGC Matagorda,Visual,52.46666667,-52.06666667,1953,1953,February,2/21/53,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,21,21,N,Ship,USCGC Matagorda,Visual,52.13333333,-51.11666667,1953,1953,February,2/22/53,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,22.1,22.1,N,Ship,USCGC Matagorda,Visual,49.41666667,-50.75,1953,1953,February,2/22/53,,Small,,,,3,,,,,,,,,,,,,,,,,,Numerous growlers and 3 small bergs
IOT,1,22.2,22.2,N,Ship,USCGC Matagorda,Visual,49.41666667,-50.75,1953,1953,February,2/22/53,,Growler,,x,,,,,,,,,,,,,,,,,,,,Numerous growlers and 3 small bergs
IOT,1,23,23,N,Ship,USCGC Matagorda,Radar,49.68333333,-51.03333333,1953,1953,February,2/22/53,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,23,23,N,Ship,USCGC Matagorda,Radar,50,-51,1953,1953,February,2/22/53,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,23,23,N,Ship,USCGC Matagorda,Radar,50.18333333,-50.96666667,1953,1953,February,2/22/53,,Growler,,1,,,,,,,,,,,,,,,,,,,,
