date,longitude,latitude,resight,size
01/14/1924,-46.13333333,46.61666667,0,LG
01/18/1924,-48.16666667,47.93333333,0,LG
01/21/1924,-44.41666667,45.95,1,MED
01/21/1924,-44.58333333,45.95,1,MED
01/25/1924,-44.26666667,45.83333333,0,BERG
01/25/1924,-44.58333333,45.95,0,LG
01/26/1924,-44.33333333,45.83333333,0,MED
01/26/1924,-44.33333333,45.83333333,0,BBGR
02/11/1924,-55.35,51.95,0,BERG
02/21/1924,-47.23333333,46.03333333,0,SM
02/21/1924,-50,48.56666667,0,SM
03/01/1924,-49,43.63333333,0,MED
03/01/1924,-48.91666667,43.63333333,0,BBGR
03/01/1924,-48.33333333,44.46666667,0,BBGR
03/01/1924,-48.56666667,44.45,0,BBGR
03/04/1924,-49.66666667,43,0,SM
03/04/1924,-49.66666667,43,0,BBGR
03/05/1924,-47.3,48,0,BBGR
03/05/1924,-47.5,48,0,BBGR
03/05/1924,-48.16666667,47.3,0,BBGR
03/06/1924,-48.75,45.41666667,0,BBGR
03/06/1924,-47.5,45.58333333,0,BBGR
03/06/1924,-46.98333333,42.51666667,0,BBGR
03/06/1924,-46.98333333,42.51666667,0,BBGR
03/12/1924,-46.98333333,42.51666667,0,LG
03/12/1924,-48.71666667,46.18333333,0,LG
03/12/1924,-46.98333333,42.51666667,0,BBGR
03/12/1924,-48.71666667,46.18333333,0,BBGR
03/14/1924,-52.53333333,47.56666667,1,BERG
03/15/1924,-48.51666667,46.21666667,1,BERG
03/17/1924,-48.43333333,46.31666667,0,BERG
03/17/1924,-48.53333333,46.4,0,LG
03/20/1924,-49.6,45.3,0,LG
03/25/1924,-49.6,45.3,0,LG
03/26/1924,-49.25,45,0,BBGR
03/26/1924,-49.5,45.58333333,1,BERG
03/26/1924,-49.51666667,45.58333333,1,BERG
03/27/1924,-49.05,44.51666667,1,BERG
03/27/1924,-49.08333333,44.45,1,BERG
03/27/1924,-48.83333333,44.58333333,0,BERG
03/27/1924,-53.63333333,46.38333333,0,BBGR
03/29/1924,-49.13333333,44.31666667,1,BERG
03/29/1924,-50.11666667,44.41666667,1,BERG
03/30/1924,-49.18333333,45.91666667,0,LG
03/31/1924,-55.35,51.95,0,BERG
04/01/1924,-49.3,43.71666667,1,LG
04/01/1924,-49.25,43.71666667,1,BERG
04/02/1924,-49.33333333,43.43333333,1,BERG
04/02/1924,-51.08333333,46.05,0,LG
04/02/1924,-48,45.83333333,0,BERG
04/02/1924,-48,45.83333333,0,BBGR
04/02/1924,-55.35,51.95,0,BERG
04/03/1924,-49.33333333,43.33333333,1,BERG
04/03/1924,-49.5,45.83333333,0,BERG
04/03/1924,-49.5,45.83333333,0,BBGR
04/04/1924,-50.05,42.56666667,1,LG
04/04/1924,-49.86666667,42.75,1,BERG
04/05/1924,-50.43333333,42.58333333,1,BERG
04/06/1924,-50.61666667,42.31666667,1,BERG
04/07/1924,-50.46666667,42.05,1,BERG
04/08/1924,-49.6,41.71666667,1,BERG
04/09/1924,-48.56666667,41.43333333,1,BERG
04/10/1924,-48.3,41.18333333,1,BERG
04/10/1924,-48.81666667,41.45,0,BERG
04/11/1924,-47.33333333,40.66666667,1,BBGR
04/16/1924,-51.98333333,45.88333333,0,BERG
04/16/1924,-55.35,51.95,0,BERG
04/17/1924,-51.88333333,45.91666667,1,BERG
04/18/1924,-52.25,45.45,1,SM
04/19/1924,-55.35,51.95,0,BERG
04/21/1924,-55.35,51.95,0,BERG
04/22/1924,-52,44.95,1,SM
04/22/1924,-55.35,51.95,0,BERG
04/23/1924,-55.35,51.95,0,BERG
04/24/1924,-56.86666667,51.45,0,BERG
04/24/1924,-56.86666667,51.45,0,BBGR
04/24/1924,-55.35,51.95,0,BERG
04/24/1924,-55.35,51.95,0,BBGR
04/25/1924,-62.16666667,48.33333333,0,BBGR
04/25/1924,-60.21666667,47.96666667,0,BBGR
04/25/1924,-62.08333333,48.4,0,BBGR
04/25/1924,-55.35,51.95,0,BERG
04/25/1924,-55.35,51.95,0,BBGR
04/26/1924,-48.95,46.18333333,0,BERG
04/26/1924,-49.23333333,46.13333333,0,BERG
04/26/1924,-61.15,47.83333333,0,BBGR
04/26/1924,-64.2,48.83333333,0,BBGR
04/26/1924,-63,48.63333333,0,BBGR
04/26/1924,-62.05,48.3,0,BBGR
04/26/1924,-63.58333333,48.75,0,BBGR
04/26/1924,-62.15,48.16666667,0,BBGR
04/26/1924,-63.3,48.65,0,BBGR
04/26/1924,-61.7,48.53333333,0,BBGR
04/26/1924,-63.1,48.6,0,BBGR
04/26/1924,-55.35,51.95,0,BERG
04/26/1924,-55.35,51.95,0,BBGR
04/27/1924,-56.86666667,51.45,0,BERG
04/27/1924,-62.33333333,48.38333333,0,BBGR
04/27/1924,-62.76666667,48.38333333,0,BBGR
04/27/1924,-62.28333333,48.45,0,BBGR
04/27/1924,-62.91666667,49,0,BBGR
04/27/1924,-55.35,51.95,0,BERG
04/27/1924,-55.35,51.95,0,BBGR
04/28/1924,-56.86666667,51.45,0,BERG
04/28/1924,-61.83333333,48,0,BBGR
04/28/1924,-63.33333333,48.58333333,0,BBGR
04/28/1924,-63.66666667,48.71666667,0,BBGR
04/28/1924,-63.16666667,48.53333333,0,BBGR
04/28/1924,-55.35,51.95,0,BERG
04/28/1924,-55.35,51.95,0,BBGR
04/29/1924,-56.86666667,51.45,0,BERG
04/29/1924,-63.6,49.38333333,0,BBGR
04/29/1924,-62.25,48.9,0,BBGR
04/29/1924,-63.16666667,48,0,BBGR
04/29/1924,-64.2,48.83333333,0,BBGR
04/29/1924,-62.25,48.76666667,0,BBGR
04/29/1924,-62.63333333,48.58333333,0,BBGR
04/29/1924,-55.35,51.95,0,BERG
04/29/1924,-55.35,51.95,0,BBGR
04/30/1924,-56.86666667,51.45,0,BERG
04/30/1924,-55.35,51.95,0,BERG
04/30/1924,-55.35,51.95,0,BBGR
04/30/1924,-61.15,47.83333333,0,BBGR
04/30/1924,-62.25,48.9,0,BBGR
05/01/1924,-56.86666667,51.45,0,BERG
05/01/1924,-55.35,51.95,0,BERG
05/01/1924,-63.78333333,48.68333333,0,BBGR
05/01/1924,-62.93333333,48.31666667,0,BBGR
05/01/1924,-62.4,48.33333333,0,BBGR
05/01/1924,-63.11666667,48.55,0,BBGR
05/01/1924,-63.58333333,47.38333333,0,BBGR
05/01/1924,-63.16666667,48.83333333,0,BBGR
05/01/1924,-63.16666667,49.06666667,0,BBGR
05/01/1924,-62.16666667,48.66666667,0,BBGR
05/01/1924,-62.66666667,48.8,0,BBGR
05/02/1924,-56.86666667,51.45,0,BERG
05/02/1924,-55.35,51.95,0,BERG
05/02/1924,-62.83333333,48.7,0,BERG
05/02/1924,-63.16666667,48.85,0,BERG
05/02/1924,-62.83333333,48.7,0,BBGR
05/02/1924,-63.16666667,48.85,0,BBGR
05/02/1924,-64.2,48.85,0,BBGR
05/02/1924,-63.83333333,48.95,0,BBGR
05/02/1924,-63.58333333,48.85,0,BBGR
05/02/1924,-63.16666667,48.38333333,0,BBGR
05/02/1924,-63.4,48.76666667,0,BBGR
05/02/1924,-63.33333333,48.78333333,0,BBGR
05/02/1924,-63.23333333,48.76666667,0,BBGR
05/02/1924,-62.9,48.75,0,BBGR
05/02/1924,-62.9,48.66666667,0,BBGR
05/02/1924,-62.38333333,48.45,0,BBGR
05/02/1924,-62.53333333,48.55,0,BBGR
05/02/1924,-64.56666667,49.43333333,0,BBGR
05/02/1924,-62.21666667,48.65,0,BBGR
05/02/1924,-63.2,48.75,0,BBGR
05/02/1924,-64.03333333,49.16666667,0,BBGR
05/02/1924,-64.03333333,49.16666667,0,BBGR
05/03/1924,-56.86666667,51.45,0,BERG
05/03/1924,-55.35,51.95,0,BERG
05/03/1924,-55.35,51.95,0,BBGR
05/03/1924,-62.73333333,48.51666667,0,BBGR
05/03/1924,-62.58333333,48.48333333,0,BBGR
05/03/1924,-62.43333333,48.46666667,0,BBGR
05/03/1924,-62.85,48.58333333,0,BBGR
05/03/1924,-63.73333333,48.81666667,0,BBGR
05/03/1924,-63.58333333,48.93333333,0,BBGR
05/05/1924,-56.86666667,51.45,0,BERG
05/05/1924,-63.06666667,48.63333333,0,SM
05/05/1924,-64,49.05,0,SM
05/05/1924,-64,49.05,0,BBGR
05/05/1924,-62.13333333,48.63333333,0,BBGR
05/05/1924,-63.06666667,48.63333333,0,BBGR
05/05/1924,-64.2,48.85,0,BBGR
05/05/1924,-64.36666667,49.26666667,0,BBGR
05/05/1924,-63.81666667,48.93333333,0,BBGR
05/05/1924,-64,49,0,BBGR
05/06/1924,-62.93333333,48.65,0,BERG
05/06/1924,-62.58333333,48.78333333,0,BERG
05/06/1924,-55.35,51.95,0,BERG
05/06/1924,-55.35,51.95,0,BBGR
05/06/1924,-56.86666667,51.45,0,BERG
05/06/1924,-61.71666667,49.2,0,MED
05/06/1924,-61.88333333,49.06666667,0,MED
05/06/1924,-62.25,49,0,BBGR
05/06/1924,-61.7,49.08333333,0,BBGR
05/06/1924,-60.78333333,47.68333333,0,BBGR
05/06/1924,-63.13333333,48.63333333,0,BBGR
05/07/1924,-56.86666667,51.45,0,BERG
05/07/1924,-56.86666667,51.45,0,BBGR
05/07/1924,-55.35,51.95,0,BERG
05/07/1924,-55.35,51.95,0,BBGR
05/07/1924,-61.7,49.08333333,0,SM
05/07/1924,-63.6,49.38333333,0,SM
05/07/1924,-61.7,49.08333333,0,BBGR
05/07/1924,-63.6,49.38333333,0,BBGR
05/07/1924,-62.65,48.55,0,BBGR
05/07/1924,-61.7,49.08333333,0,BBGR
05/07/1924,-61.83333333,49.06666667,0,BBGR
05/08/1924,-56.86666667,51.45,0,BERG
05/08/1924,-56.86666667,51.45,0,BBGR
05/08/1924,-55.35,51.95,0,BERG
05/08/1924,-62.53333333,48.58333333,0,BERG
05/08/1924,-62.56666667,48.55,0,SM
05/08/1924,-62.53333333,48.55,0,BERG
05/08/1924,-63.73333333,48.95,0,SM
05/09/1924,-55.35,51.95,0,BERG
05/09/1924,-55.35,51.95,0,BBGR
05/09/1924,-62.6,48.55,0,SM
05/09/1924,-62.66666667,48.51666667,0,MED
05/09/1924,-62.61666667,48.55,0,SM
05/09/1924,-63.5,48.65,0,SM
05/09/1924,-62.38333333,48.5,0,MED
05/09/1924,-63.4,48.85,0,SM
05/09/1924,-64.3,48.93333333,0,MED
05/09/1924,-63.61666667,48.91666667,0,BBGR
05/09/1924,-63.45,48.93333333,0,BBGR
05/09/1924,-63.43333333,48.86666667,0,BBGR
05/10/1924,-55.35,51.95,0,BERG
05/10/1924,-62.6,48.48333333,0,SM
05/10/1924,-63.51666667,48.83333333,0,SM
05/10/1924,-62.53333333,48.53333333,0,SM
05/10/1924,-63.48333333,48.88333333,0,SM
05/11/1924,-62.48333333,48.58333333,0,BERG
05/11/1924,-62.43333333,48.5,0,SM
05/11/1924,-62.6,48.53333333,0,MED
05/11/1924,-62.58333333,48.51666667,0,BERG
05/11/1924,-63.25,48.88333333,0,BERG
05/11/1924,-64.63333333,49.3,0,BERG
05/12/1924,-56.86666667,51.45,0,BERG
05/12/1924,-56.86666667,51.45,0,BBGR
05/12/1924,-55.35,51.95,0,BERG
05/12/1924,-62.51666667,48.83333333,0,MED
05/12/1924,-62.45,48.51666667,0,BERG
05/12/1924,-63.5,48.51666667,0,MED
05/12/1924,-62.58333333,48.5,0,BBGR
05/13/1924,-56.86666667,51.45,0,BERG
05/13/1924,-55.35,51.95,0,BERG
05/14/1924,-64.4,49.03333333,0,LG
05/14/1924,-56.86666667,51.45,0,BERG
05/14/1924,-63.13333333,48.76666667,0,BBGR
05/14/1924,-61.33333333,48.08333333,0,BBGR
05/14/1924,-61.33333333,48.5,0,BBGR
05/14/1924,-63.13333333,48.26666667,0,BBGR
05/15/1924,-50.25,46.23333333,0,SM
05/15/1924,-64.53333333,49.16666667,0,BERG
05/15/1924,-56.86666667,51.45,0,BERG
05/15/1924,-55.35,51.95,0,BERG
05/15/1924,-55.35,51.95,0,BBGR
05/16/1924,-64.53333333,49.25,0,BERG
05/17/1924,-56.86666667,51.45,0,BERG
05/17/1924,-55.35,51.95,0,BERG
05/17/1924,-59.98333333,47.28333333,0,BBGR
05/17/1924,-63.56666667,48.98333333,0,BBGR
05/18/1924,-56.86666667,51.45,0,BERG
05/18/1924,-55.35,51.95,0,BERG
05/18/1924,-55.35,51.95,0,BBGR
05/18/1924,-63.98333333,49.25,0,SM
05/18/1924,-63.61666667,48.85,0,BBGR
05/18/1924,-63.63333333,48.93333333,0,BBGR
05/19/1924,-51.3,41,0,BBGR
05/20/1924,-56.86666667,51.45,0,BERG
05/20/1924,-55.35,51.95,0,BERG
05/20/1924,-55.35,51.95,0,BBGR
05/21/1924,-56.86666667,51.45,0,BERG
05/21/1924,-55.35,51.95,0,BERG
05/21/1924,-55.35,51.95,0,BBGR
05/23/1924,-52.66666667,47.55,0,BERG
05/24/1924,-56.86666667,51.45,0,BERG
05/24/1924,-56.86666667,51.45,0,BBGR
05/24/1924,-55.35,51.95,0,BERG
05/26/1924,-51.51666667,48.7,0,LG
05/27/1924,-53.31666667,50.73333333,0,BERG
05/27/1924,-53.41666667,50.83333333,0,BERG
05/27/1924,-52.61666667,48.78333333,0,BERG
05/27/1924,-53.51666667,51,0,BERG
05/27/1924,-54.03333333,51.25,0,BERG
05/27/1924,-54.75,51.43333333,0,BERG
05/27/1924,-54.75,51.43333333,0,BBGR
05/27/1924,-53.98333333,51.03333333,0,BERG
05/27/1924,-55.35,51.95,0,BERG
05/27/1924,-55.43333333,51.63333333,0,BERG
05/27/1924,-55.35,51.95,0,BBGR
05/27/1924,-55.43333333,51.63333333,0,BBGR
05/27/1924,-55.35,51.95,0,BERG
05/27/1924,-55.35,51.95,0,BERG
05/27/1924,-51.33333333,48.33333333,1,BERG
05/27/1924,-55.35,51.73333333,0,BERG
05/27/1924,-55.35,51.95,0,BERG
05/27/1924,-55.35,51.73333333,0,BBGR
05/27/1924,-55.35,51.95,0,BBGR
05/27/1924,-56.5,51.5,0,BERG
05/27/1924,-56.86666667,51.45,0,BERG
05/27/1924,-56.86666667,51.45,0,BBGR
