data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,#bergs,#growlers,#Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,Comments
IOT,1,1,1,N,Ship,USCGC Castle Rock,Visual,51.58333333,-51.05,1951,1951,January,1/5/51,,Growler,,3,,,,,,,,,,,,,,,,,,,,
IOT,1,6,6,N,Aircraft,USCG,Visual,50.41666667,-51.41666667,1951,1951,February,2/6/51,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,8,8,N,Ship,Ondina,Visual,55.7,-33.35,1951,1951,February,2/11/51,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,11,11,N,Ship,Bullaren,Visual,48.58333333,-49.15,1951,1951,February,2/16/51,,Growler,,x,,,,,,,,,,,,,,,,,,,,Field ice and growlers extending W and N at least 10 miles.
IOT,1,12,12,N,Ship,USCGC Rockaway,Visual,59.46666667,-38.2,1951,1951,February,2/16/51,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,14,11,Y,Aircraft,Ice Patrol,Visual,48.58333333,-49.08333333,1951,1951,February,2/17/51,,Growler,,4,,,,,,,,,,,,,,,,,,,,4 small growlers.
IOT,1,15,15,N,Aircraft,Ice Patrol,Visual,49,-49.75,1951,1951,February,2/17/51,,Growler,,1,,,,,,,,,,,,,,,,,,,,Small growler.
IOT,1,17,17,N,Aircraft,Ice Patrol,Visual,50.75,-50.76666667,1951,1951,February,2/18/51,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,18,18,N,Aircraft,Ice Patrol,Visual,51.15,-51.53333333,1951,1951,February,2/18/51,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,19,19,N,Aircraft,Ice Patrol,Visual,51.48333333,-51.41666667,1951,1951,February,2/18/51,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,20,20,N,Aircraft,Ice Patrol,Visual,51.53333333,-50.08333333,1951,1951,February,2/18/51,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,21,21,N,Aircraft,Ice Patrol,Visual,50.51666667,-50.81666667,1951,1951,February,2/18/51,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,22,22,N,Aircraft,Ice Patrol,Visual,51.31666667,-50.9,1951,1951,February,2/18/51,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,23,23,N,Aircraft,Ice Patrol,Visual,51.63333333,-51.1,1951,1951,February,2/18/51,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,24,24,N,Aircraft,Ice Patrol,Visual,52.26666667,-50.81666667,1951,1951,February,2/18/51,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,25,25,N,Ship,USCGC McCullough,Visual,48.9,-49.45,1951,1951,February,2/18/51,,Growler,,4,,,,,,,,,,,,,,,,,,,,
IOT,1,26.1,26.1,N,Ship,Mormacfir,Visual,55.66666667,-33.73333333,1951,1951,February,2/18/51,,Berg,1,,,,,,,,,,,,,,,,,,,,,Small berg and growlers.
IOT,1,26.2,26.2,N,Ship,Mormacfir,Visual,55.66666667,-33.73333333,1951,1951,February,2/18/51,,Growler,,x,,,,,,,,,,,,,,,,,,,,Small berg and growlers.
IOT,1,28,28,N,Ship,Taurus,Visual,54.08333333,-32.83333333,1951,1951,February,2/19/51,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,29,29,N,Ship,Trollafoss,Visual,59.1,-31.68333333,1951,1951,February,2/19/51,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,30,30,N,Ship,Wilh. Colding,Visual,48,-50.16666667,1951,1951,February,2/20/51,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,32,32,N,Ship,Nova Scotia,Visual,47.75,-49,1951,1951,February,2/21/51,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,33,33,N,Aircraft,Unknown,Visual,49.83333333,-50.16666667,1951,1951,February,2/22/51,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,34,11,Y,Ship,Derrynane,Visual,48.21666667,-49.33333333,1951,1951,February,2/25/51,,Berg,1,,,,,,,,,,,,,,,,,,,,,Berg and narrow belt of field ice.
IOT,1,35,35,N,Ship,USS Redbud,Visual,48.35,-48,1951,1951,February,2/28/51,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,36,36,N,Ship,Dettifoss,Visual,55.9,-39.08333333,1951,1951,February,2/28/51,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,38,11,Y,Ship,Estevao Gones,Visual,47.41666667,-48.81666667,1951,1951,March,3/3/51,,Growler,,1,,,,,,,,,,,,,,,,,,,,
