data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,#berg,#growler,#Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,description
IOT,1,2191,2053,Y,Ship,Mareiro,Visual,45.96666667,-53.58333333,1954,1954,May,5/11/54,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,2192,1351,Y,Ship,Hoyanger,Visual,44.28333333,-48.95,1954,1954,May,5/11/54,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,2193,2193,N,Ship,Hoyanger,Visual,44.28333333,-49.16666667,1954,1954,May,5/11/54,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,2194.1,2079,Y,Ship,Mareiro,Visual,46.03333333,-52.75,1954,1954,May,5/11/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2194.2,2079,Y,Ship,Mareiro,Visual,46.03333333,-52.75,1954,1954,May,5/11/54,,Growler,,3,,,,,,,,,,,,,,,,,,,,
IOT,1,2195,2195,N,Ship,Bristol City,Visual,46.06666667,-53.56666667,1954,1954,May,5/11/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2196,2196,N,Ship,Bristol City,Visual,46.08333333,-53.6,1954,1954,May,5/11/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2197,2197,N,Ship,Bristol City,Visual,46.08333333,-53.61666667,1954,1954,May,5/11/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2198,2198,N,Ship,Bristol City,Visual,46.1,-53.63333333,1954,1954,May,5/11/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2199,1537,Y,Ship,Lismoria,Visual,45.1,-50.58333333,1954,1954,May,5/11/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2200,1373,Y,Ship,Lismoria,Visual,45.6,-49.66666667,1954,1954,May,5/11/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2201,1538,Y,Ship,Lismoria,Visual,45.61666667,-49.1,1954,1954,May,5/11/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2202.1,1514,Y,Ship,Lismoria,Visual,45.76666667,-49.13333333,1954,1954,May,5/11/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,Berg and growlers.
IOT,1,2202.2,1514,Y,Ship,Lismoria,Visual,45.76666667,-49.13333333,1954,1954,May,5/11/54,,Growler,,x,,,,,,,,,,,,,,,,,,,,Berg and growlers.
IOT,1,2203,1495,Y,Ship,Lismoria,Visual,45.78333333,-49.05,1954,1954,May,5/11/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2204.1,2204.1,N,Ship,Lismoria,Visual,45.78333333,-49.11666667,1954,1954,May,5/11/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2204.2,2204.2,N,Ship,Lismoria,Visual,45.78333333,-49.11666667,1954,1954,May,5/11/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2205,2205,N,Ship,Lismoria,Visual,45.68333333,-49.11666667,1954,1954,May,5/11/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2206,1351,Y,Ship,Themisto,Visual,44.18333333,-48.85,1954,1954,May,5/11/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2207,1294,Y,Ship,Themisto,Visual,44.35,-48.61666667,1954,1954,May,5/11/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2208,1574,Y,Ship,Themisto,Visual,44.65,-48.01666667,1954,1954,May,5/11/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2209,2209,N,Ship,Themisto,Visual,44.48333333,-48.48333333,1954,1954,May,5/11/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2210,2210,N,Ship,Gaspe,Visual,48.13333333,-52.85,1954,1954,May,5/11/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2211,2211,N,Ship,Gaspe,Visual,48.28333333,-52.53333333,1954,1954,May,5/11/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2212,2212,N,Ship,Gaspe,Visual,48.31666667,-52.85,1954,1954,May,5/11/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2213,2115,Y,Ship,Gehelmrat Sartori,Visual,47.46666667,-49.5,1954,1954,May,5/11/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2218,1536,Y,Ship,Bristol City,Visual,45.98333333,-52.4,1954,1954,May,5/12/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,2219,1430,Y,Ship,Bristol City,Visual,46.01666667,-52.28333333,1954,1954,May,5/12/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2220,2170,Y,Ship,Bristol City,Visual,46.05,-51.63333333,1954,1954,May,5/12/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2221,1573,Y,Ship,Bristol City,Visual,45.83333333,-51.9,1954,1954,May,5/12/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,2222,1827,Y,Ship,Bristol City,Visual,46.06666667,-53.73333333,1954,1954,May,5/12/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2223,2223,N,Ship,Bristol City,Visual,45.83333333,-51.88333333,1954,1954,May,5/12/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2224.1,1511,Y,Ship,Helga Smith,Visual,46.31666667,-49.83333333,1954,1954,May,5/12/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2224.2,1573,Y,Ship,Helga Smith,Visual,46.31666667,-49.83333333,1954,1954,May,5/12/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2225,1573,Y,Ship,Seaboard Enterprise,Visual,45.73333333,-51.58333333,1954,1954,May,5/12/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2226,1537,Y,Ship,Seaboard Enterprise,Visual,45.75,-51.48333333,1954,1954,May,5/12/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2227,2227,N,Ship,Seaboard Enterprise,Visual,45.75,-51.8,1954,1954,May,5/12/54,,Growler,,3,,,,,,,,,,,,,,,,,,,,
IOT,1,2230,1535,Y,Ship,Bristol City,Visual,46,-50.9,1954,1954,May,5/12/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2231,1537,Y,Ship,Bristol City,Visual,46.01666667,-51.05,1954,1954,May,5/12/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2232,2220,Y,Ship,Bristol City,Visual,46.06666667,-51.35,1954,1954,May,5/12/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,2233,2233,Y,Ship,Bristol City,Visual,46.01666667,-51,1954,1954,May,5/12/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2234,1834,Y,Ship,Wabana,Visual,47.05,-52.6,1954,1954,May,5/12/54,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,2235,2235,N,Aircraft,USN,Visual,46.08333333,-54.75,1954,1954,May,5/12/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2236,1495,Y,Ship,Franconia,Visual,44.61666667,-48.75,1954,1954,May,5/12/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2237,1294,Y,Ship,Franconia,Visual,45.08333333,-48.03333333,1954,1954,May,5/12/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2238,1535,Y,Ship,Seaboard Enterprise,Visual,45.78333333,-50.93333333,1954,1954,May,5/12/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2239,2239,N,Ship,Seaboard Enterprise,Visual,45.75,-51.8,1954,1954,May,5/12/54,,Growler,,3,,,,,,,,,,,,,,,,,,,,
IOT,1,2240,1430,Y,Ship,Avonwood,Visual,47.01666667,-52.81666667,1954,1954,May,5/12/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2244,2244,N,Miscellaneous,Narsarssuak AB,Unknown,60.93333333,-46.03333333,1954,1954,May,5/12/54,,Berg,65,,,,,,,,,,,,,,,,,,,,,Narsak to seaward.
IOT,1,2245.1,2245.1,N,Miscellaneous,Narsarssuak AB,Unknown,60.91666667,-46.06666667,1954,1954,May,5/12/54,,Growler,,5,,,,,,,,,,,,,,,,,,,,
IOT,1,2245.2,2245.2,N,Miscellaneous,Narsarssuak AB,Unknown,60.91666667,-46.06666667,1954,1954,May,5/12/54,,Bergy bit,,,3,,,,,,,,,,,,,,,,,,,
IOT,1,2246.1,2246.1,N,Miscellaneous,Narsarssuak AB,Unknown,61.18333333,-45.41666667,1954,1954,May,5/12/54,,Growler,,4,,,,,,,,,,,,,,,,,,,,BW-1 Harbor.
IOT,1,2246.2,2246.2,N,Miscellaneous,Narsarssuak AB,Unknown,61.18333333,-45.41666667,1954,1954,May,5/12/54,,Bergy bit,,,3,,,,,,,,,,,,,,,,,,,BW-1 Harbor.
IOT,1,2247.1,2247.1,N,Miscellaneous,Narsarssuak AB,Unknown,60.68333333,-46.55,1954,1954,May,5/12/54,,Growler,,9,,,,,,,,,,,,,,,,,,,,BW-3 Harbor.
IOT,1,2247.2,2247.2,N,Miscellaneous,Narsarssuak AB,Unknown,60.68333333,-46.55,1954,1954,May,5/12/54,,Bergy bit,,,2,,,,,,,,,,,,,,,,,,,BW-3 Harbor.
IOT,1,2251,2251,N,Ship,Empress of Australia,Radar,46.48333333,-53.46666667,1954,1954,May,5/13/54,,Unidentified,,,,,,,,,1,,,,,,,,,,,,,Radar target possible berg.
IOT,1,2252,1573,Y,Ship,Santa Rita,Visual,46.85,-50,1954,1954,May,5/13/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2253.1,2114,Y,Ship,Santa Rita,Visual,47.13333333,-50,1954,1954,May,5/13/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,Berg and growlers.
IOT,1,2253.2,2114,Y,Ship,Santa Rita,Visual,47.13333333,-50,1954,1954,May,5/13/54,,Growler,,x,,,,,,,,,,,,,,,,,,,,Berg and growlers.
IOT,1,2254,2254,N,Ship,Empress of Australia,Visual,47.86666667,-49.75,1954,1954,May,5/13/54,,Growler,,x,,,,,,,,,,,,,,,,,,,,Small growlers.
IOT,1,2255,2235,Y,Ship,Montrose,Visual,46.33333333,-54.55,1954,1954,May,5/13/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2256,1798,Y,Ship,Unknown,Visual,46,-49.13333333,1954,1954,May,5/13/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2257,2166,Y,Ship,Prins Alexander,Visual,46.35,-53.4,1954,1954,May,5/13/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2258,1867,Y,Ship,Prins Alexander,Visual,46.5,-53.16666667,1954,1954,May,5/13/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2259,1538,Y,Ship,Prins Alexander,Visual,46.51666667,-53.43333333,1954,1954,May,5/13/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2260,2260,N,Ship,Prins Alexander,Visual,46.43333333,-53.23333333,1954,1954,May,5/13/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2261,2053,Y,Ship,Montrose,Visual,46.11666667,-53.4,1954,1954,May,5/13/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2262,1538,Y,Ship,Arthur Cross,Visual,46.51666667,-53.45,1954,1954,May,5/13/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2264,1538,Y,Ship,Atlantic,Visual,45.56666667,-48.4,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2265,1495,Y,Ship,Atlantic,Visual,45.65,-48.85,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2266,1573,Y,Ship,Atlantic,Visual,45.73333333,-51.55,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2267,1637,Y,Ship,Atlantic,Visual,45.76666667,-51.31666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2268,2220,Y,Ship,Atlantic,Visual,45.88333333,-51.85,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2269,2235,Y,Ship,Beaverford,Visual,46.3,-54.48333333,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2270,1351,Y,Ship,Kollbryn,Visual,43.58333333,-49.18333333,1954,1954,May,5/14/54,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,2271,1834,Y,Ship,Marengo,Visual,46.56666667,-52.6,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2272,2272,N,Aircraft,USN,Visual,55.13333333,-56.16666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2273,2114,Y,Ship,Prins Alexander,Visual,47.05,-50.21666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2274,2114,Y,Ship,Prins Alexander,Visual,47.06666667,-50.23333333,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2275,2115,Y,Ship,Prins Alexander,Visual,47.08333333,-50.06666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2276,1955,Y,Ship,Prins Alexander,Visual,47.16666667,-49.66666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2277,2277,N,Ship,Prins Alexander,Visual,47.28333333,-50.01666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2278,2117,Y,Ship,Prins Alexander,Visual,47.4,-49.66666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2279,1520,Y,Ship,Salacia,Visual,44.88333333,-49.21666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2280,1867,Y,Ship,Marengo,Visual,46.45,-53.18333333,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2281,1538,Y,Ship,Marengo,Visual,46.5,-53.41666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2282,2282,Y,Ship,Marengo,Visual,46.53333333,-53.46666667,1954,1954,May,5/14/54,,Growler,,2,,,,,,,,,,,,,,,,,,,,
IOT,1,2283,2283,Y,Ship,Marengo,Visual,46.53333333,-53.53333333,1954,1954,May,5/14/54,,Growler,,x,,,,,,,,,,,,,,,,,,,,Several growlers.
IOT,1,2284.1,1877,Y,Ship,Montrose,Visual,45.83333333,-49.31666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2284.2,1572,Y,Ship,Montrose,Visual,45.83333333,-49.31666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2285,1536,Y,Ship,Beaverford,Visual,45.95,-52.53333333,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2286,2053,Y,Ship,Beaverford,Visual,46.06666667,-53.51666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2287,2166,Y,Ship,Beaverford,Visual,46.26666667,-53.46666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2288,1798,Y,Ship,Manchester Shipper,Visual,45.93333333,-49,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2289,2073,Y,Ship,Reimer Edzard Fritzen,Visual,45.33333333,-51.66666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2290.1,1573,Y,Ship,Beaverford,Visual,45.75,-51.36666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2290.2,1637,Y,Ship,Beaverford,Visual,45.75,-51.36666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2291,1430,Y,Ship,Beaverford,Visual,45.96666667,-52.2,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2292,2095,Y,Ship,Beaverford,Visual,46.03333333,-51.88333333,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2293,2293,N,Ship,Scythia,Visual,46.26666667,-54.51666667,1954,1954,May,5/14/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2294,1351,Y,Aircraft,Ice Patrol,Visual,43.53333333,-49.06666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2295,1535,Y,Aircraft,Ice Patrol,Visual,43.75,-49.13333333,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2296,1318,Y,Aircraft,Ice Patrol,Visual,43.83333333,-46.58333333,1954,1954,May,5/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,2297,1622,Y,Aircraft,Ice Patrol,Visual,44.61666667,-46.63333333,1954,1954,May,5/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,2298,1574,Y,Aircraft,Ice Patrol,Visual,45.23333333,-47.43333333,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2299,2070,Y,Aircraft,Ice Patrol,Visual,45.33333333,-51.53333333,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2300,2125,Y,Aircraft,Ice Patrol,Visual,45.36666667,-47.05,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2301.1,1294,Y,Aircraft,Ice Patrol,Visual,45.51666667,-48.03333333,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2301.2,1294,Y,Aircraft,Ice Patrol,Visual,45.51666667,-48.03333333,1954,1954,May,5/14/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2302,1520,Y,Aircraft,Ice Patrol,Visual,45.7,-48.16666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2303,1373,Y,Aircraft,Ice Patrol,Visual,45.71666667,-49.78333333,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2304,1514,Y,Aircraft,Ice Patrol,Visual,45.76666667,-50.33333333,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2305,1930,Y,Aircraft,Ice Patrol,Visual,45.8,-50,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2306,1537,Y,Aircraft,Ice Patrol,Visual,45.81666667,-50.75,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2307,2220,Y,Aircraft,Ice Patrol,Visual,45.83333333,-51.95,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2308,1430,Y,Aircraft,Ice Patrol,Visual,45.88333333,-52.13333333,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2309,1798,Y,Aircraft,Ice Patrol,Visual,45.91666667,-49.11666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2310,2018,Y,Aircraft,Ice Patrol,Visual,46,-50.46666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2311,2053,Y,Aircraft,Ice Patrol,Visual,46.01666667,-53.48333333,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2312,2030,Y,Aircraft,Ice Patrol,Visual,46.11666667,-53.63333333,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2313,2083,Y,Aircraft,Ice Patrol,Visual,46.2,-53.26666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2314.1,1574,Y,Aircraft,Ice Patrol,Visual,46.31666667,-50.7,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2314.2,1574,Y,Aircraft,Ice Patrol,Visual,46.31666667,-50.7,1954,1954,May,5/14/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2315,1952,Y,Aircraft,Ice Patrol,Visual,46.31666667,-51.3,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2316,2177,Y,Aircraft,Ice Patrol,Visual,46.33333333,-53.1,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2317,1827,Y,Aircraft,Ice Patrol,Visual,46.35,-51.28333333,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2318,2175,Y,Aircraft,Ice Patrol,Visual,46.38333333,-52.13333333,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2319.1,1867,Y,Aircraft,Ice Patrol,Visual,46.4,-53.46666667,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2319.2,1867,Y,Aircraft,Ice Patrol,Visual,46.4,-53.46666667,1954,1954,May,5/14/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2320,1834,Y,Aircraft,Ice Patrol,Visual,46.46666667,-52.53333333,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2321,1941,Y,Aircraft,Ice Patrol,Visual,46.48333333,-51,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2322,1538,Y,Aircraft,Ice Patrol,Visual,46.6,-53.63333333,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2323,1964,Y,Aircraft,Ice Patrol,Visual,46.61666667,-51.58333333,1954,1954,May,5/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,2324,1529,Y,Aircraft,Ice Patrol,Visual,46.65,-48.36666667,1954,1954,May,5/14/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,2325,1949,Y,Aircraft,Ice Patrol,Visual,46.66666667,-48.21666667,1954,1954,May,5/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,2326,2326,N,Aircraft,Ice Patrol,Visual,46.7,-51.25,1954,1954,May,5/14/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,2327,1942,Y,Aircraft,Ice Patrol,Visual,46.8,-49.55,1954,1954,May,5/14/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,2328,1943,Y,Aircraft,Ice Patrol,Visual,46.91666667,-49,1954,1954,May,5/14/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,2329,1430,Y,Aircraft,Ice Patrol,Visual,47,-52.83333333,1954,1954,May,5/14/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,2330,1972,Y,Aircraft,Ice Patrol,Visual,47.03333333,-52.9,1954,1954,May,5/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,2331,2040,Y,Aircraft,Ice Patrol,Visual,47.1,-52.86666667,1954,1954,May,5/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,2332,2332,N,Aircraft,Ice Patrol,Visual,47.11666667,-51.25,1954,1954,May,5/14/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,2333,2333,N,Aircraft,Ice Patrol,Visual,44.46666667,-48.95,1954,1954,May,5/14/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2334,2334,N,Aircraft,Ice Patrol,Visual,45.85,-53.13333333,1954,1954,May,5/14/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2335,2335,N,Aircraft,Ice Patrol,Visual,46.51666667,-48.21666667,1954,1954,May,5/14/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2336,2336,N,Aircraft,Ice Patrol,Visual,46.65,-52.68333333,1954,1954,May,5/14/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2337,1834,Y,Ship,Wilford,Visual,46.5,-52.58333333,1954,1954,May,5/14/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2338.1,1867,Y,Ship,Manchester Pioneer,Visual,46.5,-53.4,1954,1954,May,5/15/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,Berg and growlers.
IOT,1,2338.2,1867,Y,Ship,Manchester Pioneer,Visual,46.5,-53.4,1954,1954,May,5/15/54,,Growler,,x,,,,,,,,,,,,,,,,,,,,Berg and growlers.
IOT,1,2339,2053,Y,Ship,Scythia,Visual,45.93333333,-53.43333333,1954,1954,May,5/15/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2340,2083,Y,Ship,Scythia,Visual,46.08333333,-53.46666667,1954,1954,May,5/15/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2341,1373,Y,Ship,Manchester Shipper,Visual,45.61666667,-50.55,1954,1954,May,5/15/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2342,2342,N,Ship,Prins Willem Van Oranje,Visual,47.03333333,-51.75,1954,1954,May,5/15/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2343,1537,Y,Ship,Beaverford,Visual,45.7,-51.03333333,1954,1954,May,5/15/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2344,1369,Y,Ship,Beaverford,Visual,45.81666667,-50.53333333,1954,1954,May,5/15/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2345,1511,Y,Ship,Beaverford,Visual,45.83333333,-50.1,1954,1954,May,5/15/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2346,2018,Y,Ship,Beaverford,Visual,45.86666667,-50.71666667,1954,1954,May,5/15/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2347,1573,Y,Ship,Beaverford,Visual,45.93333333,-49.86666667,1954,1954,May,5/15/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2348,2220,Y,Ship,Scythia,Visual,45.71666667,-51.83333333,1954,1954,May,5/15/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2349,2349,N,Ship,Scythia,Visual,45.76666667,-52.26666667,1954,1954,May,5/15/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2350,2350,N,Ship,Scythia,Visual,45.8,-52.21666667,1954,1954,May,5/15/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,2351,2351,N,Ship,Scythia,Visual,45.86666667,-52,1954,1954,May,5/15/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
