data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,#berg,#growler,#Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,description
IOT,1,1,1,N,Miscellaneous,Hydrographic Office,Unknown,52.26666667,-51.71666667,1954,1954,January,1/3/54,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,2,2,N,Ship,Lagerfoss,Visual,59.5,-33.38333333,1954,1954,January,1/8/54,,Berg ,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,4,4,N,Aircraft,USCG,Visual,49.33333333,-52.5,1954,1954,January,1/22/54,,Small,,,,1,,,,,,,,,15,E,,,,,,,,
IOT,1,7.1,7.1,N,Aircraft,USCG,Visual,51,-51.83333333,1954,1954,January,1/25/54,,Large,,,,,,2,,,,,,,,,,,,,,,,"2 small bergs, 5 medium bergs, and 2 large bergs within 30 mile radius of."
IOT,1,7.2,7.2,N,Aircraft,USCG,Visual,51,-51.83333333,1954,1954,January,1/25/54,,Medium,,,,,5,,,,,,,,,,,,,,,,,"2 small bergs, 5 medium bergs, and 2 large bergs within 30 mile radius of."
IOT,1,7.3,7.3,N,Aircraft,USCG,Visual,51,-51.83333333,1954,1954,January,1/25/54,,Small,,,,2,,,,,,,,,,,,,,,,,,"2 small bergs, 5 medium bergs, and 2 large bergs within 30 mile radius of."
IOT,1,8,8,N,Aircraft,USCG,Visual,48.55,-52.16666667,1954,1954,January,1/25/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,9,9,N,Aircraft,USCG,Visual,48.83333333,-51.33333333,1954,1954,January,1/25/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,10,10,N,Aircraft,USCG,Visual,49.05,-50.46666667,1954,1954,January,1/25/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,11,11,N,Aircraft,USCG,Visual,49.05,-50.83333333,1954,1954,January,1/25/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,12,12,N,Aircraft,USCG,Visual,49.08333333,-51.41666667,1954,1954,January,1/25/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,13,13,N,Aircraft,USCG,Visual,49.5,-50.33333333,1954,1954,January,1/25/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,14,14,N,Aircraft,USCG,Visual,49.61666667,-51.08333333,1954,1954,January,1/25/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,15,15,N,Aircraft,USCG,Visual,50.16666667,-50.2,1954,1954,January,1/25/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,16,16,N,Aircraft,USCG,Visual,51.5,-50.33333333,1954,1954,January,1/25/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,18,18,N,Ship,USCGC Matagorda,Visual,47.98333333,-49.46666667,1954,1954,January,1/25/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,Small growler
IOT,1,20,20,N,Ship,USCGC Coos Bay,Radar,48.5,-50.33333333,1954,1954,January,1/26/54,,Unidentified,,,,,,,,,1,,,,,,,,,,,,,Radar target evaluated as Berg or Growler
IOT,1,21,21,N,Ship,USCGC Coos Bay,Radar,48.75,-49.75,1954,1954,January,1/26/54,,Unidentified,,,,,,,,,1,,,,,,,,,,,,,Radar target evaluated as Berg or Growler
IOT,1,22,22,N,Ship,USCGC Coos Bay,Radar,48.83333333,-49.8,1954,1954,January,1/26/54,,Unidentified,,,,,,,,,1,,,,,,,,,,,,,Radar target evaluated as Berg or Growler
IOT,1,23,23,N,Ship,USCGC Coos Bay,Radar,48.85,-49.68333333,1954,1954,January,1/26/54,,Unidentified,,,,,,,,,1,,,,,,,,,,,,,Radar target evaluated as Berg or Growler
IOT,1,24,24,N,Ship,USCGC Coos Bay,Radar,49.08333333,-49.18333333,1954,1954,January,1/26/54,,Unidentified,,,,,,,,,1,,,,,,,,,,,,,Radar target evaluated as Berg or Growler
IOT,1,25,25,N,Aircraft,USCG ,Visual,48.53333333,-49.33333333,1954,1954,January,1/26/54,,Growler,,2,,,,,,,,,,,,,,,,,,,,
IOT,1,26,26,N,Aircraft,USCG,Visual,48.53333333,-49.33333333,1954,1954,January,1/26/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,27,27,N,Aircraft,USCG,Visual,48.91666667,-48.83333333,1954,1954,January,1/26/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,28,9,Y,Aircraft,USCG,Visual,49.36666667,-50.91666667,1954,1954,January,1/26/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,29,29,N,Aircraft,USCG,Visual,49.41666667,-51.5,1954,1954,January,1/26/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,30,30,N,Aircraft,USCG,Visual,49.61666667,-52.08333333,1954,1954,January,1/26/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,31,10,Y,Aircraft,USCG,Visual,49.76666667,-49.83333333,1954,1954,January,1/26/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,33,33,N,Miscellaneous,Hydrographic Office,Unknown,47.93333333,-52.25,1954,1954,January,1/26/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,34,34,N,Miscellaneous,Hydrographic Office,Unknown,48.08333333,-49.53333333,1954,1954,January,1/30/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,35,35,N,Miscellaneous,Hydrographic Office,Unknown,48.23333333,-47.51666667,1954,1954,January,1/30/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,36,36,N,Miscellaneous,Hydrographic Office,Unknown,48.26666667,-48.2,1954,1954,January,1/30/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,37,37,N,Miscellaneous,Hydrographic Office,Unknown,48.33333333,-48.78333333,1954,1954,January,1/30/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,38,38,N,Miscellaneous,Hydrographic Office,Unknown,48.36666667,-48.7,1954,1954,January,1/30/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,39,39,N,Miscellaneous,Hydrographic Office,Unknown,48.58333333,-51.11666667,1954,1954,January,1/30/54,,Growler,,3,,,,,,,,,,,,,,,,,,,,
IOT,1,40,40,N,Miscellaneous,Hydrographic Office,Unknown,48.66666667,-49.46666667,1954,1954,January,1/30/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,41,41,N,Miscellaneous,Hydrographic Office,Unknown,48.68333333,-50.78333333,1954,1954,January,1/30/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,43,43,N,Miscellaneous,Hydrographic Office,Unknown,47.83333333,-52.4,1954,1954,January,1/31/54,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,44,44,N,Miscellaneous,Hydrographic Office,Unknown,48.1,-48.16666667,1954,1954,January,1/31/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,45,45,N,Miscellaneous,Hydrographic Office,Unknown,48.23333333,-48.35,1954,1954,January,1/31/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,46,46,N,Miscellaneous,Hydrographic Office,Unknown,48.43333333,-47.28333333,1954,1954,January,1/31/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,48,48,N,Aircraft,USCG,Visual,47.58333333,-52.11666667,1954,1954,Febuary,2/3/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,49,49,N,Aircraft,USCG,Visual,48.33333333,-48.16666667,1954,1954,Febuary,2/3/54,,Growler,,2,,,,,,,,,,,,,,,,,,,,
IOT,1,50,50,N,Aircraft,USCG,Visual,48.53333333,-47.36666667,1954,1954,Febuary,2/3/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,51,51,N,Aircraft,USCG,Visual,48.7,-47.48333333,1954,1954,Febuary,2/3/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,52,52,N,Aircraft,USCG,Visual,48.71666667,-47.73333333,1954,1954,Febuary,2/3/54,,Small,,,,2,,,,,,,,,,,,,,,,,,
IOT,1,53,53,N,Aircraft,USCG,Visual,48.96666667,-52.11666667,1954,1954,Febuary,2/3/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,54,54,N,Aircraft,USCG,Visual,48.98333333,-51.16666667,1954,1954,Febuary,2/3/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,55,55,N,Aircraft,USCG,Visual,49,-52.46666667,1954,1954,Febuary,2/3/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,56,56,N,Aircraft,USCG,Visual,49.53333333,-51.31666667,1954,1954,Febuary,2/3/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,57,57,N,Aircraft,USCG,Visual,49.55,-50.53333333,1954,1954,Febuary,2/3/54,,Growler,,2,,,,,,,,,,,,,,,,,,,,
IOT,1,58,58,N,Aircraft,USCG,Visual,49.71666667,-52.16666667,1954,1954,Febuary,2/3/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,59,59,N,Aircraft,USCG,Visual,49.9,-52.08333333,1954,1954,Febuary,2/3/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,60,60,N,Aircraft,USCG,Visual,49.95,-52.15,1954,1954,Febuary,2/3/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,61,61,N,Aircraft,USCG,Visual,50.06666667,-51.5,1954,1954,Febuary,2/3/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,62,62,N,Aircraft,USCG,Visual,50.11666667,-51.5,1954,1954,Febuary,2/3/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,63,63,N,Aircraft,USCG,Visual,50.21666667,-51.36666667,1954,1954,Febuary,2/3/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,64,64,N,Aircraft,USCG,Visual,50.3,-51.1,1954,1954,Febuary,2/3/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,65,65,N,Aircraft,USCG,Visual,50.36666667,-50.88333333,1954,1954,Febuary,2/3/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,66,66,N,Aircraft,USCG,Visual,50.95,-51.2,1954,1954,Febuary,2/3/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,67,67,N,Aircraft,USCG,Visual,50.5,-51.25,1954,1954,Febuary,2/3/54,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,68,68,N,Aircraft,USCG,Visual,50.61666667,-51.25,1954,1954,Febuary,2/3/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,69,69,N,Aircraft,USCG,Visual,50.75,-51.45,1954,1954,Febuary,2/3/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,70,70,N,Aircraft,USCG,Visual,50.91666667,-51.58333333,1954,1954,Febuary,2/3/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,75,75,N,Miscellaneous,Hydrographic Office,Unknown,49.13333333,-51.2,1954,1954,Febuary,2/3/54,,Bergy bit,,,1,,,,,,,,,,,,,,,,,,,
IOT,1,76,76,N,Miscellaneous,Hydrographic Office,Unknown,49.16666667,-51.01666667,1954,1954,Febuary,2/3/54,,Bergy bit,,,1,,,,,,,,,,,,,,,,,,,
IOT,1,77,77,N,Miscellaneous,Hydrographic Office,Unknown,50.61666667,-50.03333333,1954,1954,Febuary,2/3/54,,Bergy bit,,,1,,,,,,,,,,,,,,,,,,,
IOT,1,78,78,N,Miscellaneous,Hydrographic Office,Unknown,50.58333333,-53.91666667,1954,1954,Febuary,2/3/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,Medium floe berg.
IOT,1,79,79,N,Ship,Giorgio,Visual,47.75,-58.96666667,1954,1954,Febuary,2/3/54,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,80,80,N,Ship,Lyngenfjord,Visual,48.01666667,-46.95,1954,1954,Febuary,2/3/54,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,81,48,Y,Aircraft,USCG,Visual,47.65,-52.05,1954,1954,Febuary,2/3/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,82,82,N,Ship,Fort Hamilton,Visual,48.13333333,-52.58333333,1954,1954,Febuary,2/6/54,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,83.1,83.1,N,Ship,Finnpulp,Visual,49.26666667,-47.63333333,1954,1954,Febuary,2/6/54,,Berg,2,,,,,,,,,,,,,,,,,,,,,"2 Bergs, 1 Growler."
IOT,1,83.2,83.2,N,Ship,Finnpulp,Visual,49.26666667,-47.63333333,1954,1954,Febuary,2/6/54,,Berg,,1,,,,,,,,,,,,,,,,,,,,"2 Bergs, 1 Growler."
IOT,1,84,84,N,Aircraft,Ice Patrol,Visual,48.1,-52.41666667,1954,1954,Febuary,2/7/54,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,85,85,N,Ship,Topdalsfjord,Visual,49.9,-46.85,1954,1954,Febuary,2/8/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,86,86,N,Aircraft,Ice Patrol,Visual,48.33333333,-52.1,1954,1954,Febuary,2/8/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,87,87,N,Aircraft,Ice Patrol,Visual,48.51666667,-48.23333333,1954,1954,Febuary,2/8/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,88,88,N,Aircraft,Ice Patrol,Visual,49.05,-52.5,1954,1954,Febuary,2/8/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,89,89,N,Aircraft,Ice Patrol,Visual,49.5,-51.58333333,1954,1954,Febuary,2/8/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,90,90,N,Aircraft,Ice Patrol,Visual,49.83333333,-51.66666667,1954,1954,Febuary,2/8/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,91,91,N,Aircraft,Ice Patrol,Visual,49.66666667,-50.25,1954,1954,Febuary,2/8/54,,Bergy bit,,,1,,,,,,,,,,,,,,,,,,,
IOT,1,94,94,N,Ship,Loch,Visual,49.91666667,-46.85,1954,1954,Febuary,2/8/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,96,96,N,Aircraft,Ice Patrol,Visual,48.33333333,-51.76666667,1954,1954,Febuary,2/11/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,98,98,N,Ship,USN,Visual,48.2,-52.11666667,1954,1954,Febuary,2/11/54,,Medium,,,,,1,,,,,,,,30,E,,,,,,,,Larger berg 100 feet high
IOT,1,99,99,N,Ship,USN,Visual,48.5,-51.8,1954,1954,Febuary,2/11/54,,Bergy bit,,,1,,,,,,,,,,,,,,,,,,,
IOT,1,100.1,100.1,N,Ship,USN,Visual,49.11666667,-52.1,1954,1954,Febuary,2/11/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,"1 Growler, 1 Bergy bit."
IOT,1,100.2,100.2,N,Ship,USN,Visual,49.11666667,-52.1,1954,1954,Febuary,2/11/54,,Bergy bit,,,1,,,,,,,,,,,,,,,,,,,"1 Growler, 1 Bergy bit."
IOT,1,101,101,N,Ship,USN,Visual,49.86666667,-51.08333333,1954,1954,Febuary,2/11/54,,Large,,,,,,1,,,,,100,E,46,E,60,E,,,,,,200 feet x 300 feet x 150 feet high
IOT,1,102,102,N,Ship,USN,Visual,50.95,-51.05,1954,1954,Febuary,2/11/54,,Medium,,,,,1,,,,,,23,E,23,E,47,E,,,,,,75 feet x 75 feetx 150 feet x 300 feet x 30 feet
IOT,1,103,103,N,Ship,USN,Visual,52.46666667,-52.6,1954,1954,Febuary,2/11/54,,Bergy bit,,,1,,,,,,,,,,,,,,,,,,,
IOT,1,104,104,N,Ship,USN,Visual,52.6,-52.46666667,1954,1954,Febuary,2/11/54,,Medium,,,,,1,,,,,,60,E,30,E,38,E,,,,,,Large berg 100 feet x 200 feet x 125 feet high
IOT,1,105.1,105.1,N,Ship,USN,Visual,50.41666667,-53.45,1954,1954,Febuary,2/11/54,,Bergy bit,,,1,,,,,,,,,,,,,,,,,,,
IOT,1,105.2,105.2,N,Ship,USN,Visual,50.41666667,-53.45,1954,1954,Febuary,2/12/54,,Large,,,,,,1,,,,,100,E,46,E,10,E,,,,,,
IOT,1,106,106,N,Aircraft,Ice Patrol,Visual,48.36666667,-51.7,1954,1954,Febuary,2/12/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,107,107,N,Aircraft,Ice Patrol,Visual,48.8,-48.16666667,1954,1954,Febuary,2/12/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,114,114,N,Aircraft,Ice Patrol,Visual,48.41666667,-52.51666667,1954,1954,Febuary,2/14/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,Moderate berg
IOT,1,115,115,N,Aircraft,Ice Patrol,Visual,49.08333333,-52.66666667,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,116,116,N,Aircraft,Ice Patrol,Visual,49.1,-51.48333333,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,117,117,N,Aircraft,Ice Patrol,Visual,49.2,-51.35,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,118,118,N,Aircraft,Ice Patrol,Visual,49.28333333,-50.1,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,119,119,N,Aircraft,Ice Patrol,Visual,49.35,-51.05,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,120,120,N,Aircraft,Ice Patrol,Visual,49.53333333,-52.81666667,1954,1954,Febuary,2/14/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,121,121,N,Aircraft,Ice Patrol,Visual,49.56666667,-50.98333333,1954,1954,Febuary,2/14/54,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,122,122,N,Aircraft,Ice Patrol,Visual,49.58333333,-50.81666667,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,123,123,N,Aircraft,Ice Patrol,Visual,49.6,-51.25,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,124,124,N,Aircraft,Ice Patrol,Visual,49.6,-51.91666667,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,125,125,N,Aircraft,Ice Patrol,Visual,49.61666667,-50,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,126,126,N,Aircraft,Ice Patrol,Visual,49.66666667,-51.16666667,1954,1954,Febuary,2/14/54,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,127,127,N,Aircraft,Ice Patrol,Visual,49.8,-50.56666667,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,128,128,N,Aircraft,Ice Patrol,Visual,50.05,-51.98333333,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,129,129,N,Aircraft,Ice Patrol,Visual,50.06666667,-50.76666667,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,130,130,N,Aircraft,Ice Patrol,Visual,50.1,-50.41666667,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,131,131,N,Aircraft,Ice Patrol,Visual,50.11666667,-52.03333333,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,132,132,N,Aircraft,Ice Patrol,Visual,50.15,-54,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,133,133,N,Aircraft,Ice Patrol,Visual,50.28333333,-53.75,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,134,134,N,Aircraft,Ice Patrol,Visual,50.31666667,-51.58333333,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,135,135,N,Aircraft,Ice Patrol,Visual,50.36666667,-52.36666667,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,136,136,N,Aircraft,Ice Patrol,Visual,50.41666667,-54.26666667,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,137,137,N,Aircraft,Ice Patrol,Visual,50.41666667,-50.8,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,138,138,N,Aircraft,Ice Patrol,Visual,50.43333333,-53.65,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,139,139,N,Aircraft,Ice Patrol,Visual,50.45,-51.05,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,140,140,N,Aircraft,Ice Patrol,Visual,50.5,-50.33333333,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,141,141,N,Aircraft,Ice Patrol,Visual,50.56666667,-51.91666667,1954,1954,Febuary,2/14/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,142,142,N,Aircraft,Ice Patrol,Visual,50.58333333,-50.83333333,1954,1954,Febuary,2/14/54,,Growler,,6,,,,,,,,,,,,,,,,,,,,"6 growlers, 5- mile radius of position."
IOT,1,144,144,N,Ship,Mathilda Thorden,Visual,48.91666667,-48.33333333,1954,1954,Febuary,2/15/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,145,145,N,Ship,Mathilda Thorden,Visual,48.66666667,-50.16666667,1954,1954,Febuary,2/15/54,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,147,147,N,Miscellaneous,Narsarssuak AB,Unknown,61.18333333,-45.41666667,1954,1954,Febuary,2/15/54,,Berg,56,,,,,,,,,,,,,,,,,,,,,To Seaward of Narssauk
IOT,1,148,148,N,Miscellaneous,Narsarssuak AB,Unknown,60.68333333,-46.55,1954,1954,Febuary,2/15/54,,Bergy bit,,,2,,,,,,,,,,,,,,,,,,,BW-3 fjord
IOT,1,149.1,149.1,N,Miscellaneous,Narsarssuak AB,Unknown,60.68333333,-46.55,1954,1954,Febuary,2/15/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,"1 Berg, 1Bergy bit. BW 3 harbor"
IOT,1,149.2,149.2,N,Miscellaneous,Narsarssuak AB,Unknown,60.68333333,-46.55,1954,1954,Febuary,2/15/54,,Bergy bit,,,1,,,,,,,,,,,,,,,,,,,"1 Berg, 1Bergy bit. BW 3 harbor"
IOT,1,152,152,N,Ship,USN ,Visual,49.13333333,-51.33333333,1954,1954,Febuary,2/15/54,,Large,,,,,,1,,,,,90,E,61,E,,,,,,,,
IOT,1,153,153,N,Ship,USN ,Visual,49.96666667,-51.53333333,1954,1954,Febuary,2/15/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,154,154,N,Ship,USN ,Visual,50.11666667,-51.45,1954,1954,Febuary,2/15/54,,Large,,,,,,1,,,,,90,E,61,E,30,E,,,,,,
IOT,1,155,155,N,Ship,USN ,Visual,50.16666667,-53.66666667,1954,1954,Febuary,2/15/54,,Large,,,,,,1,,,,,91,E,62,E,31,E,,,,,,
IOT,1,156,156,N,Ship,USN ,Visual,51.43333333,-53.66666667,1954,1954,Febuary,2/15/54,,Small,,,,1,,,,,,,15,E,15,E,15,E,,,,,,
IOT,1,159,159,N,Aircraft,Ice Patrol,Visual,48.05,-49.83333333,1954,1954,Febuary,2/17/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,160,160,N,Aircraft,Ice Patrol,Visual,48.21666667,-49.83333333,1954,1954,Febuary,2/17/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,161,161,N,Aircraft,Ice Patrol,Visual,48.26666667,-49.43333333,1954,1954,Febuary,2/17/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,162,162,N,Aircraft,Ice Patrol,Visual,48.35,-49.68333333,1954,1954,Febuary,2/17/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,163,163,N,Aircraft,Ice Patrol,Visual,48.46666667,-49.86666667,1954,1954,Febuary,2/17/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,164,164,N,Aircraft,Ice Patrol,Visual,48.48333333,-49.68333333,1954,1954,Febuary,2/17/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,165,165,N,Aircraft,Ice Patrol,Visual,48.5,-51.83333333,1954,1954,Febuary,2/17/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,166,166,N,Aircraft,Ice Patrol,Visual,48.66666667,-46.16666667,1954,1954,Febuary,2/17/54,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,167,167,N,Aircraft,Ice Patrol,Visual,48.73333333,-49.66666667,1954,1954,Febuary,2/17/54,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,168,168,N,Aircraft,Ice Patrol,Visual,48.75,-50.83333333,1954,1954,Febuary,2/17/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,170,170,N,Aircraft,British,Visual,49.38333333,-53.03333333,1954,1954,Febuary,2/17/54,,Very large,,,,,,,1,,,,,,,,,,,,,,,
IOT,1,171,161,Y,Ship,Noordam,Visual,47.65,-48.5,1954,1954,Febuary,2/19/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,172,159,Y,Ship,Noordam,Visual,47.73333333,-48.45,1954,1954,Febuary,2/19/54,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,173,170,Y,Ship,Polyana,Visual,47.58333333,-48.33333333,1954,1954,Febuary,2/19/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,175,166,Y,Ship,Black Condor,Visual,48.33333333,-46.03333333,1954,1954,Febuary,2/19/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,203,203,N,Ship,Stolkholm,Visual,46.75,-47.7,1954,1954,Febuary,2/21/54,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,204,204,N,Ship,Stolkholm,Visual,46.91666667,-47.7,1954,1954,Febuary,2/21/54,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,205,205,N,Ship,Stolkholm,Visual,46.96666667,-47.25,1954,1954,Febuary,2/21/54,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,206,206,N,Miscellaneous,Narsarssauk AB,Unknown,60.86666667,-46.51666667,1954,1954,Febuary,2/21/54,,Berg,32,,,,,,,,,,,,,,,,,,,,,Narsak to seaward
IOT,1,207,207,N,Miscellaneous,Narsarssauk AB,Unknown,60.91666667,-46.06666667,1954,1954,Febuary,2/21/54,,Bergy bit,,,3,,,,,,,,,,,,,,,,,,,Fjord
IOT,1,209,209,N,Miscellaneous,Narsarssauk AB,Unknown,61.18333333,-45.41666667,1954,1954,Febuary,2/21/54,,Bergy bit,,,1,,,,,,,,,,,,,,,,,,,B W- 3 harbor
