data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,# Bergs,# Growlers,#Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,Comments
IOT,1,3,3,N,Aircraft,Ice Patrol Plane,Visual,50.7,-51.08333333,1956,1956,March,3/6/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,4,4,N,Aircraft,Ice Patrol Plane,Visual,50.7,-52.1,1956,1956,March,3/6/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,10,10,N,Ship,USCGC Duane,Visual,53.33333333,-50.56666667,1956,1956,March,3/9/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,11,11,N,Ship,USCGC Chincoteague,Visual,51.23333333,-49.38333333,1956,1956,March,3/10/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,12,12,N,Ship,USCGC Chincoteague,Visual,51.33333333,-49.66666667,1956,1956,March,3/10/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,16,16,N,Aircraft,Ice Patrol Plane,Visual,51.86666667,-55.7,1956,1956,March,3/13/56,,Small,,,,x,,,,,,,,,,,,,,,,,,Small bergs
IOT,1,17,17,N,Aircraft,Ice Patrol Plane,Visual,51.98333333,-55.46666667,1956,1956,March,3/13/56,,Small,,,,x,,,,,,,,,,,,,,,,,,Small bergs
IOT,1,18,18,N,Aircraft,Ice Patrol Plane,Visual,52.03333333,-55.38333333,1956,1956,March,3/13/56,,Small,,,,x,,,,,,,,,,,,,,,,,,Small bergs
IOT,1,19,19,N,Aircraft,Ice Patrol Plane,Visual,50.65,-55.73333333,1956,1956,March,3/13/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,20,20,N,Aircraft,Ice Patrol Plane,Visual,52.05,-55.18333333,1956,1956,March,3/13/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,26,26,N,Aircraft,USN Plane,Visual,51.75,-54.41666667,1956,1956,March,3/16/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,27,27,N,Aircraft,Ice Patrol Plane,Visual,49.16666667,-49.36666667,1956,1956,March,3/18/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,28,28,N,Aircraft,Ice Patrol Plane,Visual,49.58333333,-52.58333333,1956,1956,March,3/18/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,29,29,N,Aircraft,Ice Patrol Plane,Visual,50,-50.66666667,1956,1956,March,3/18/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,30,30,N,Aircraft,Ice Patrol Plane,Visual,50.25,-50.08333333,1956,1956,March,3/18/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,31,31,N,Aircraft,Ice Patrol Plane,Visual,49.5,-49.16666667,1956,1956,March,3/18/56,,Growler,,9,,,,,,,,,,,,,,,,,,,,9 Growlers within 20 mile radius
IOT,1,34,34,N,Ship,Mormacmoon,Visual,48.36666667,-48.9,1956,1956,March,3/19/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,35,35,N,Ship,Mormacmoon,Visual,48.03333333,-49.4,1956,1956,March,3/19/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,36,36,N,Ship,Mormacmoon,Visual,48.21666667,-48.95,1956,1956,March,3/19/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,37,37,N,Ship,Kristina Thorden,Visual,48.7,-48.9,1956,1956,March,3/19/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,38,38,N,Ship,Kristina Thorden,Visual,48.86666667,-48.66666667,1956,1956,March,3/19/56,,Growler,,3,,,,,,,,,,,,,,,,,,,,3 Growlers
IOT,1,40,40,N,Aircraft,Ice Patrol Plane,Visual,48.5,-48.66666667,1956,1956,March,3/19/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,41,41,N,Aircraft,Ice Patrol Plane,Visual,48.55,-50.18333333,1956,1956,March,3/19/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,42,42,N,Aircraft,Ice Patrol Plane,Visual,48.75,-49.08333333,1956,1956,March,3/19/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,43,43,N,Aircraft,Ice Patrol Plane,Visual,48.96666667,-48.55,1956,1956,March,3/19/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,44,44,N,Aircraft,Ice Patrol Plane,Visual,48.5,-50.03333333,1956,1956,March,3/19/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,47,47,N,Ship,Transpacific,Visual,46.75,-46.75,1956,1956,March,3/20/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,48,48,N,Aircraft,Ice Patrol Plane,Visual,48.2,-49.18333333,1956,1956,March,3/20/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,49,49,N,Aircraft,Ice Patrol Plane,Visual,48.4,-48.48333333,1956,1956,March,3/20/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,50,50,N,Aircraft,Ice Patrol Plane,Visual,47.81666667,-48.4,1956,1956,March,3/20/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,51,51,N,Aircraft,Ice Patrol Plane,Visual,47.91666667,-49.26666667,1956,1956,March,3/20/56,,Growler,,3,,,,,,,,,,,,,,,,,,,,
IOT,1,52,52,N,Aircraft,Ice Patrol Plane,Visual,48.03333333,-48.38333333,1956,1956,March,3/20/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,53,53,N,Aircraft,Ice Patrol Plane,Visual,48.05,-48.68333333,1956,1956,March,3/20/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,56,56,N,Aircraft,Unidentified Plane,Visual,51.73333333,-53.48333333,1956,1956,March,3/20/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,57,57,N,Ship,Caxton,Visual,47.43333333,-46.3,1956,1956,March,3/21/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,58,58,N,Ship,Caxton,Visual,47.45,-48.28333333,1956,1956,March,3/21/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,59,59,N,Ship,Caxton,Visual,47.53333333,-48,1956,1956,March,3/21/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,60,60,N,Ship,Caxton,Visual,47.63333333,-48.08333333,1956,1956,March,3/21/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,61,61,N,Ship,Newfoundland,Visual,47.81666667,-47.53333333,1956,1956,March,3/21/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,64,64,N,Ship,American Robin,Visual,47.86666667,-47.81666667,1956,1956,March,3/21/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,65,65,N,Ship,American Robin,Visual,48.26666667,-47.28333333,1956,1956,March,3/21/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,66,66,N,Ship,American Robin,Visual,47.9,-48.18333333,1956,1956,March,3/21/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,73,73,N,Aircraft,Ice Patrol Plane,Visual,47.41666667,-46.91666667,1956,1956,March,3/22/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,74,64,Y,Aircraft,Ice Patrol Plane,Visual,47.63333333,-47.83333333,1956,1956,March,3/22/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,75,75,N,Aircraft,Ice Patrol Plane,Visual,47.73333333,-48.46666667,1956,1956,March,3/22/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,76,61,Y,Aircraft,Ice Patrol Plane,Visual,47.81666667,-47.1,1956,1956,March,3/22/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,77,77,N,Aircraft,Ice Patrol Plane,Visual,48.18333333,-47.35,1956,1956,March,3/22/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,78,78,N,Aircraft,Ice Patrol Plane,Visual,48.45,-47.66666667,1956,1956,March,3/22/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,79,79,N,Aircraft,Ice Patrol Plane,Visual,48.8,-49.45,1956,1956,March,3/22/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,80,80,N,Aircraft,Ice Patrol Plane,Visual,48.83333333,-49.95,1956,1956,March,3/22/56,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,81,81,N,Aircraft,Ice Patrol Plane,Visual,46.78333333,-47.76666667,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,82,82,N,Aircraft,Ice Patrol Plane,Visual,46.78333333,-47.96666667,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,83,83,N,Aircraft,Ice Patrol Plane,Visual,46.9,-47.88333333,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,84,84,N,Aircraft,Ice Patrol Plane,Visual,47.1,-48.15,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,85,85,N,Aircraft,Ice Patrol Plane,Visual,47.13333333,-48.46666667,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,86,86,N,Aircraft,Ice Patrol Plane,Visual,47.23333333,-48.6,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,87,87,N,Aircraft,Ice Patrol Plane,Visual,47.25,-48.06666667,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,88,88,N,Aircraft,Ice Patrol Plane,Visual,47.45,-48.45,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,89,89,N,Aircraft,Ice Patrol Plane,Visual,47.46666667,-47.43333333,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,90,90,N,Aircraft,Ice Patrol Plane,Visual,47.5,-47.56666667,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,91,91,N,Aircraft,Ice Patrol Plane,Visual,47.6,-49.06666667,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,92,92,N,Aircraft,Ice Patrol Plane,Visual,47.88333333,-47.9,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,93,93,N,Aircraft,Ice Patrol Plane,Visual,48,-49.4,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,94,94,N,Aircraft,Ice Patrol Plane,Visual,48.23333333,-47.95,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,95,95,N,Aircraft,Ice Patrol Plane,Visual,48.23333333,-48.05,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,96,96,N,Aircraft,Ice Patrol Plane,Visual,48.33333333,-48.15,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,97,97,N,Aircraft,Ice Patrol Plane,Visual,48.38333333,-47.58333333,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,98,98,N,Aircraft,Ice Patrol Plane,Visual,48.43333333,-48.45,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,99,99,N,Aircraft,Ice Patrol Plane,Visual,48.45,-50.76666667,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,102,102,N,Ship,Mormacpenn,Visual,47.2,-47.93333333,1956,1956,March,3/22/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,103.1,103.1,N,Ship,Mormacpenn,Visual,47.3,-47.33333333,1956,1956,March,3/22/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,103.2,103.2,N,Ship,Mormacpenn,Visual,47.3,-47.33333333,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,104,73,Y,Ship,Mormacpenn,Visual,47.43333333,-46.96666667,1956,1956,March,3/22/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,105.1,75,Y,Ship,Welheim,Visual,47.76666667,-48.75,1956,1956,March,3/22/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,105.2,75,Y,Ship,Welheim,Visual,47.76666667,-48.75,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,106,106,N,Ship,Welheim,Visual,47.58333333,-49.05,1956,1956,March,3/22/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,107,107,N,Ship,Welheim,Visual,48.51666667,-47.58333333,1956,1956,March,3/22/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,108,108,N,Ship,Welheim,Visual,48.53333333,-47.7,1956,1956,March,3/22/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,109,109,N,Ship,Nova Scotia,Visual,48.43333333,-47.28333333,1956,1956,March,3/22/56,,Small,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,110,110,N,Ship,Foldenfjord,Visual,47.13333333,-48.1,1956,1956,March,3/23/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,111,111,N,Ship,Foldenfjord,Visual,47.48333333,-47.86666667,1956,1956,March,3/23/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,112,112,N,Ship,Stavangerfjord,Visual,48.05,-49.31666667,1956,1956,March,3/23/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,113,113,N,Ship,Stavangerfjord,Visual,48.3,-48.1,1956,1956,March,3/23/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,114,114,N,Ship,Stavangerfjord,Visual,48.4,-48.16666667,1956,1956,March,3/23/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,115,115,N,Aircraft,Unidentified Plane,Visual,49.83333333,-50.16666667,1956,1956,March,3/23/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,118,118,N,Ship,Gootebeer,Visual,46.53333333,-47.78333333,1956,1956,March,3/24/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,119,64,Y,Ship,Monrovia,Visual,46.4,-47.58333333,1956,1956,March,3/25/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,120,73,Y,Ship,Tidaholm,Visual,46.83333333,-46.86666667,1956,1956,March,3/25/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,121,79,Y,Ship,Ranenfjord,Visual,47.85,-48.03333333,1956,1956,March,3/25/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,122,122,N,Aircraft,Ice Patrol Plane,Visual,48.93333333,-53.21666667,1956,1956,March,3/26/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,134,134,N,Ship,Wangaratta,Visual,48.2,-46.61666667,1956,1956,March,3/28/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,135,135,N,Ship,Wangaratta,Visual,48.28333333,-46.55,1956,1956,March,3/28/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,136.1,136.1,N,Ship,Tilia Gorthon,Visual,48.76666667,-48.23333333,1956,1956,March,3/28/56,,Berg,2,,,,,,,,,,,,,,,,,,,,,2 Bergs and Several Growlers
IOT,1,136.2,136.2,N,Ship,Tilia Gorthon,Visual,48.76666667,-48.23333333,1956,1956,March,3/28/56,,Growler,,x,,,,,,,,,,,,,,,,,,,,2 Bergs and Several Growlers
IOT,1,138,138,N,Aircraft,Ice Patrol Plane,Visual,48.16666667,-46.15,1956,1956,March,3/29/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,139,139,N,Aircraft,Ice Patrol Plane,Visual,48.16666667,-46.33333333,1956,1956,March,3/29/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,140,140,N,Aircraft,Ice Patrol Plane,Visual,48.28333333,-46.2,1956,1956,March,3/29/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,141,141,N,Aircraft,Ice Patrol Plane,Visual,47.36666667,-46.83333333,1956,1956,March,3/29/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,142,142,N,Aircraft,Ice Patrol Plane,Visual,47.38333333,-46.88333333,1956,1956,March,3/29/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,143,143,N,Aircraft,Ice Patrol Plane,Visual,47.4,-46.98333333,1956,1956,March,3/29/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,144,144,N,Aircraft,Ice Patrol Plane,Visual,47.58333333,-47.18333333,1956,1956,March,3/29/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,145,145,N,Ship,Green Mountain State,Visual,47.9,-45.53333333,1956,1956,March,3/29/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,149,149,N,Ship,Saggat,Visual,47.15,-46.25,1956,1956,March,3/30/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,156,156,N,Ship,USCGC Duane,Visual,48.66666667,-49,1956,1956,April,4/1/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,160,160,N,Aircraft,Ice Patrol Plane,Visual,48.38333333,-51.06666667,1956,1956,April,4/3/56,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,161,161,N,Aircraft,Ice Patrol Plane,Visual,48.5,-49.25,1956,1956,April,4/3/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,162,162,N,Aircraft,Ice Patrol Plane,Visual,48.5,-50.05,1956,1956,April,4/3/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,163,163,N,Aircraft,Ice Patrol Plane,Visual,48.75,-48.83333333,1956,1956,April,4/3/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,164,164,N,Aircraft,Ice Patrol Plane,Visual,47.85,-49.01666667,1956,1956,April,4/3/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,167,167,N,Aircraft,Ice Patrol Plane,Visual,48.01666667,-48.86666667,1956,1956,April,4/4/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,168,168,N,Aircraft,Ice Patrol Plane,Visual,48.48333333,-49.43333333,1956,1956,April,4/4/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,169,169,N,Aircraft,Ice Patrol Plane,Visual,48.58333333,-48.78333333,1956,1956,April,4/4/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,170,170,N,Aircraft,Ice Patrol Plane,Visual,48.66666667,-51.18333333,1956,1956,April,4/4/56,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,171,171,N,Aircraft,Ice Patrol Plane,Visual,48.71666667,-51.31666667,1956,1956,April,4/4/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,172,172,N,Aircraft,Ice Patrol Plane,Visual,48.73333333,-49.23333333,1956,1956,April,4/4/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,173,173,N,Aircraft,Ice Patrol Plane,Visual,48.81666667,-50.46666667,1956,1956,April,4/4/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,174,174,N,Aircraft,Ice Patrol Plane,Visual,49.08333333,-50.16666667,1956,1956,April,4/4/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,175,175,N,Aircraft,Ice Patrol Plane,Visual,49.25,-50.58333333,1956,1956,April,4/4/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,176,176,N,Aircraft,Ice Patrol Plane,Visual,49.28333333,-50.45,1956,1956,April,4/4/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,177,177,N,Aircraft,Ice Patrol Plane,Visual,49.43333333,-50.96666667,1956,1956,April,4/4/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,178,178,N,Aircraft,Ice Patrol Plane,Visual,49.7,-49.51666667,1956,1956,April,4/4/56,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,179,179,N,Aircraft,Ice Patrol Plane,Visual,49.23333333,-49.08333333,1956,1956,April,4/4/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,181,181,N,Ship,Jokufell,Visual,49.21666667,-45.91666667,1956,1956,April,4/4/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,189.1,189.1,N,Aircraft,Ice Patrol Plane,Visual,48.06666667,-49.11666667,1956,1956,April,4/5/56,,Small,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,189.2,189.2,N,Aircraft,Ice Patrol Plane,Visual,48.06666667,-49.11666667,1956,1956,April,4/5/56,,Berg,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,190,190,N,Aircraft,Ice Patrol Plane,Visual,48.25,-49.46666667,1956,1956,April,4/5/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,191,191,N,Aircraft,Ice Patrol Plane,Visual,48.36666667,-48.5,1956,1956,April,4/5/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,194,194,N,Ship,Hydro,Visual,49.5,-51.2,1956,1956,April,4/5/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,198,198,N,Aircraft,Ice Patrol Plane,Visual,48.93333333,-49.53333333,1956,1956,April,4/5/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,Large growler
IOT,1,208,208,N,Ship,Nova Scotia,Visual,47.55,-48.8,1956,1956,April,4/7/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,209.1,209.1,N,Ship,Nova Scotia,Visual,47.58333333,-48.8,1956,1956,April,4/7/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,209.2,209.2,N,Ship,Nova Scotia,Visual,47.58333333,-48.8,1956,1956,April,4/7/56,,Bergy Bit,,,1,,,,,,,,,,,,,,,,,,,
IOT,1,210,210,N,Ship,Nova Scotia,Visual,47.61666667,-48.58333333,1956,1956,April,4/7/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,211,211,N,Aircraft,Ice Patrol Plane,Visual,47.36666667,-48.3,1956,1956,April,4/7/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,212,212,N,Aircraft,Ice Patrol Plane,Visual,48.01666667,-48.76666667,1956,1956,April,4/7/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,213,213,N,Aircraft,Ice Patrol Plane,Visual,48.53333333,-51.16666667,1956,1956,April,4/7/56,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,215,211,Y,Aircraft,Ice Patrol Plane,Visual,47.1,-47.93333333,1956,1956,April,4/9/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,216,208,Y,Aircraft,Ice Patrol Plane,Visual,47.31666667,-48.23333333,1956,1956,April,4/9/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,217,212,Y,Aircraft,Ice Patrol Plane,Visual,47.5,-48.33333333,1956,1956,April,4/9/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,218,218,N,Aircraft,Ice Patrol Plane,Visual,47.66666667,-49.1,1956,1956,April,4/9/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,219,219,N,Aircraft,Ice Patrol Plane,Visual,48.43333333,-51.48333333,1956,1956,April,4/9/56,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,222,211,Y,Aircraft,Ice Patrol Plane,Visual,47,-48.4,1956,1956,April,4/11/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,223,208,Y,Aircraft,Ice Patrol Plane,Visual,47.21666667,-48.35,1956,1956,April,4/11/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,224,224,N,Aircraft,Ice Patrol Plane,Visual,47.21666667,-48.66666667,1956,1956,April,4/11/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,225,212,Y,Aircraft,Ice Patrol Plane,Visual,47.33333333,-48.53333333,1956,1956,April,4/11/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,226,218,Y,Aircraft,Ice Patrol Plane,Radar,47.75,-49.13333333,1956,1956,April,4/11/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,Probable Berg
IOT,1,227,227,N,Aircraft,Ice Patrol Plane,Visual,47.2,-48.5,1956,1956,April,4/11/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,Small growler
IOT,1,228,228,N,Aircraft,Ice Patrol Plane,Visual,47.26666667,-48.5,1956,1956,April,4/11/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,Small growler
IOT,1,232,232,N,Ship,Mormacpenn,Visual,46.76666667,-47.7,1956,1956,April,4/11/56,,Growler,,1,,,,,,,,,,,,,,,,,,,,Small growler
IOT,1,233,208,Y,Aircraft,Ice Patrol Plane,Visual,46.86666667,-48.28333333,1956,1956,April,4/11/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,234,212,Y,Aircraft,Ice Patrol Plane,Visual,47.08333333,-49,1956,1956,April,4/11/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,235,235,N,Aircraft,Ice Patrol Plane,Visual,48,-50.18333333,1956,1956,April,4/11/56,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,237,208,Y,Ship,Manchester Mariner,Visual,46.88333333,-48.15,1956,1956,April,4/11/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,240,224,Y,Aircraft,Ice Patrol Plane,Visual,46.68333333,-48.76666667,1956,1956,April,4/13/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,241,208,Y,Aircraft,Ice Patrol Plane,Visual,46.83333333,-48.23333333,1956,1956,April,4/13/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,242,212,Y,Aircraft,Ice Patrol Plane,Visual,46.85,-48.78333333,1956,1956,April,4/13/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,243,243,N,Aircraft,Ice Patrol Plane,Visual,47.53333333,-50.43333333,1956,1956,April,4/13/56,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,244,244,N,Aircraft,Ice Patrol Plane,Visual,47.76666667,-50.4,1956,1956,April,4/13/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,245,235,Y,Aircraft,Ice Patrol Plane,Visual,47.81666667,-50.25,1956,1956,April,4/13/56,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,246,246,N,Aircraft,Ice Patrol Plane,Visual,47.91666667,-51.48333333,1956,1956,April,4/13/56,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,248,224,Y,Ship,Mormacelm,Visual,46.7,-48.93333333,1956,1956,April,4/13/56,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,249,208,Y,Ship,Mormacelm,Visual,46.86666667,-48.46666667,1956,1956,April,4/13/56,,Small,,,,1,,,,,,,,,,,,,,,,,,
