data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,#bergs,#growlers,#Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,Comments
IOT,1,1,1,N,Miscellaneous,Cape Race Radio Station,Visual,47.03333333,-47.78333333,1927,1927,January,1/1/27,,Berg,1,,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,2,2,N,Miscellaneous,Cape Race Radio Station,Visual,48.03333333,-47.81666667,1927,1927,January,1/1/27,,Berg,1,,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,3,3,N,Miscellaneous,Cape Race Radio Station,Visual,48.06666667,-51.38333333,1927,1927,January,1/1/27,,Berg,1,,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,4.1,4.1,N,Miscellaneous,Cape Race Radio Station,Visual,47.71666667,-50.18333333,1927,1927,January,1/1/27,,Small,,,,1,,,,,,,,,,,,,,,,,,IIP
IOT,1,4.2,4.2,N,Miscellaneous,Cape Race Radio Station,Visual,47.71666667,-50.18333333,1927,1927,January,1/1/27,,Growler,,1,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,5,5,N,Miscellaneous,Cape Race Radio Station,Visual,47.7,-46.36666667,1927,1927,January,1/1/27,,Growler,,1,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,6,6,N,Miscellaneous,Cape Race Radio Station,Visual,45.35,-60.5,1927,1927,February,2/8/27,,Berg,1,,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,7,7,N,Miscellaneous,Cape Race Radio Station,Visual,47.71666667,-48.68333333,1927,1927,February,2/10/27,,Small,,,,1,,,,,,,,,,,,,,,,,,IIP
IOT,I,1112,1112,N,Ship,Sagaporack (SS),Visual,47.13333333,-47.2,1927,1927,February,2/11/27,,Large,,,,,,1,,,,,,,,,,,,,,,,HB 1958 Mar 16: large berg apparently drifting ESE
IOT,1,9,9,N,Miscellaneous,Cape Race Radio Station,Visual,47,-47.68333333,1927,1927,February,2/12/27,,Large,,,,,,1,,,,,,,,,,,,,,,,IIP
IOT,1,10,10,N,Ship,Incemore (SS),Visual,46.11666667,-47.2,1927,1927,February,2/13/27,,Medium,1,,,,1,,,,,,,,18,E,,,,,,,,IIP. HB 1956 Mar 2: large berg ~60' high and drifting SSW at 0.56 knots
IOT,1,11,11,N,Miscellaneous,Cape Race Radio Station,Visual,46.66666667,-47.7,1927,1927,February,2/13/27,,Berg,1,,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,12,12,N,Miscellaneous,Cape Race Radio Station,Visual,46.58333333,-47.5,1927,1927,February,2/13/27,,Small,,,,1,,,,,,,,,,,,,,,,,,IIP
IOT,1,13,10,Y,Miscellaneous,Cape Race Radio Station,Visual,46.1,-47.2,1927,1927,February,2/13/27,,Berg,1,,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,14,10,Y,Miscellaneous,Cape Race Radio Station,Visual,45.96666667,-47.48333333,1927,1927,February,2/13/27,,Berg,1,,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,15,10,Y,Miscellaneous,Cape Race Radio Station,Visual,46.03333333,-46.41666667,1927,1927,February,2/13/27,,Berg,1,,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,18,18,N,Miscellaneous,Cape Race Radio Station,Visual,47.83333333,-50.41666667,1927,1927,February,2/19/27,,Berg,1,,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,20,20,N,Miscellaneous,Cape Race Radio Station,Visual,46.5,-53.28333333,1927,1927,February,2/20/27,,Medium,,,,,1,,,,,,,,,,,,,,,,,IIP: Berg and heavy slob ice. HB 1957 Mar 9: ~10 miles 217° from C.Race a medium berg
IOT,1,21,21,N,Ship,Stockholm (SS),Visual,44.36666667,-62.68333333,1927,1927,February,2/21/27,,Growler,,x,,,,,,,,,,,,,,,,,,,,"IIP: Large growlers. HB 1956 Mar 2: fields of slob ice extending WSW-ENE; thence to Halifax, sighted several growlers"
IOT,1,22,22,N,Miscellaneous,Cape Race Radio Station,Visual,47.08333333,-49.2,1927,1927,February,2/21/27,,Small,,,,1,,,,,,,,,,,,,,,,,,IIP & HB 1957 Mar 9
IOT,1,24,24,N,Miscellaneous,Cape Race Radio Station,Visual,46.08333333,-49.2,1927,1927,February,2/22/27,,Small,,,,1,,,,,,,,,,,,,,,,,,IIP
IOT,1,1064.01,1064.01,N,Ship,Farnorth (SS),Visual,47.61666667,-52.63333333,1927,1927,February,2/22/27,,Growler,,100,,,,,,,,,,,,,,,,,,,,HB #1956 Mar 2: A hundred large growlers 
IOT,0,1064.02,1064.02,N,Ship,Farnorth (SS),Visual,44.63333333,-63.55,1927,1927,February,2/22/27,,Growler,,,,,,,,,,,,,,,,,,,,,,HB #1956 Mar 2
IOT,1,1065,1065,N,Ship,Montrolite (SS),Visual,44.5,-63.51666667,1927,1927,February,2/23/27,,Growler,,3,,,,,,,,,,,,,,,,,,,,HH  23/02/1927 p16#7: Three large growlers
IOT,1,25,20,Y,Miscellaneous,Cape Race Radio Station,Visual,46.56666667,-52.38333333,1927,1927,February,2/24/27,,Large,,,,,,1,,,,,,,,,,,,,,,,IIP
IOT,1,26,20,Y,Miscellaneous,Cape Race Radio Station,Visual,46.86666667,-52.85,1927,1927,February,2/24/27,,Large,,,,,,1,,,,,,,,,,,,,,,,IIP
IOT,1,27.01,27.01,N,Ship,Norefjord (SS),Visual,47.51666667,-47.8,1927,1927,February,2/25/27,,Growler,,x,,,,,,,,,,,,,,,,,,,,IIP & HB 1958 Mar 16: Field Ice and Growlers
IOT,0,27.02,27.02,N,Ship,Norefjord (SS),Visual,47.23333333,-47.6,1927,1927,February,2/25/27,,Growler,,,,,,,,,,,,,,,,,,,,,,IIP & HB 1958 Mar 16: Field Ice and Growlers
IOT,1,28,28,N,Miscellaneous,Cape Race Radio Station,Visual,46.91666667,-47.38333333,1927,1927,February,2/25/27,,Small,,,,x,,,,,,,,,,,,,,,,,,IIP
IOT,1,29,29,N,Miscellaneous,Cape Race Radio Station,Visual,46.65,-52.95,1927,1927,February,2/25/27,,Berg,1,,,,,,,,,,,,,,,,,,,,,IIP
