data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,# Bergs,# Growlers,# Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,Comments
IOT,1,1200.11,1200.11,N,Ship,USNS LST 694,Visual,51.75,-53,1955,1955,June,6/13/55,,Berg,x,,,,,,,,,,,,,,,,,,,,,"Many bergs, bergy bits and growlers."
IOT,0,1200.12,1200.12,N,Ship,USNS LST 695,Visual,52.16666667,-53.05,1955,1955,June,6/13/55,,Berg,,,,,,,,,,,,,,,,,,,,,,
IOT,1,1200.21,1200.21,N,Ship,USNS LST 694,Visual,51.75,-53,1955,1955,June,6/13/55,,Growler,,x,,,,,,,,,,,,,,,,,,,,"Many bergs, bergy bits and growlers."
IOT,0,1200.22,1200.22,N,Ship,USNS LST 695,Visual,52.16666667,-53.05,1955,1955,June,6/13/55,,Growler,,,,,,,,,,,,,,,,,,,,,,
IOT,1,1200.31,1200.31,N,Ship,USNS LST 694,Visual,51.75,-53,1955,1955,June,6/13/55,,Bergy bit,,,x,,,,,,,,,,,,,,,,,,,"Many bergs, bergy bits and growlers."
IOT,0,1200.32,1200.32,N,Ship,USNS LST 695,Visual,52.16666667,-53.05,1955,1955,June,6/13/55,,Bergy bit,,,,,,,,,,,,,,,,,,,,,,
IOT,1,1202.1,1202.1,N,Ship,Hydro,Visual,51.2,-56.78333333,1955,1955,June,6/13/55,,Growler,,x,,,,,,,,,,,,,,,,,,,,Few bits and growlers in vicinity og St. Barbe Islands. Also #1203 in vicinity of Orange Bay which is unlocated.
IOT,1,1202.2,1202.2,N,Ship,Hydro,Visual,51.2,-56.78333333,1955,1955,June,6/13/55,,Bergy bit,,,x,,,,,,,,,,,,,,,,,,,Few bits and growlers in vicinity og St. Barbe Islands. Also #1203 in vicinity of Orange Bay which is unlocated.
IOT,1,1204.1,1204.1,N,Ship,Hydro,Visual,50.28333333,-54.83333333,1955,1955,June,6/13/55,,Growler,,x,,,,,,,,,,,,,,,,,,,,Few bits and growlers.
IOT,1,1204.2,1204.2,N,Ship,Hydro,Visual,50.28333333,-54.83333333,1955,1955,June,6/13/55,,Bergy bit,,,x,,,,,,,,,,,,,,,,,,,Few bits and growlers.
IOT,1,1208.1,1208.1,N,Ship,Hydro,Visual,49.95,-55.75,1955,1955,June,6/14/55,,Berg,x,,,,,,,,,,,,,,,,,,,,,Scattered bergs and growlers Confusion Bay.
IOT,1,1208.2,1208.2,N,Ship,Hydro,Visual,49.95,-55.75,1955,1955,June,6/14/55,,Growler,,x,,,,,,,,,,,,,,,,,,,,Scattered bergs and growlers Confusion Bay.
IOT,1,1209,1209,N,Ship,USNS Edisto,Visual,54.43333333,-52.91666667,1955,1955,June,6/14/55,,Berg,x,,,,,,,,,,,,,,,,,,,,,Scattered bergs and ice fields.
IOT,1,1212,1212,N,Aircraft,USAF,Visual,50.18333333,-53.81666667,1955,1955,June,6/15/55,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,1214.1,1214.1,N,Ship,USNS Donner,Visual,51.5,-56.5,1955,1955,June,6/15/55,,Large,,,,,,3,,,,,,,,,,,,,,,,3 large bergs and few tiny bits Strait of Belle Isle. Previous entry 1213 2 bergs entrance to St. Mein Bay unidentified locality.
IOT,1,1214.2,1214.2,N,Ship,USNS Donner,Visual,51.5,-56.5,1955,1955,June,6/15/55,,Bergy bit,,,x,,,,,,,,,,,,,,,,,,,3 large bergs and few tiny bits Strait of Belle Isle. Previous entry 1213 2 bergs entrance to St. Mein Bay unidentified locality.
IOT,1,1215.1,1215.1,N,Ship,Homeric,Visual,52.3,-52.16666667,1955,1955,June,6/15/55,,Berg,33,,,,,,,,,,,,,,,,,,,,,33 bergs and numerous growlers between lats. 51°55'N and 52°40'N and longs. 51°00'W and 53°20'W.
IOT,1,1215.2,1215.2,N,Ship,Homeric,Visual,52.3,-52.16666667,1955,1955,June,6/15/55,,Growler,,x,,,,,,,,,,,,,,,,,,,,33 bergs and numerous growlers between lats. 51°55'N and 52°40'N and longs. 51°00'W and 53°20'W.
IOT,1,1218,1218,N,Aircraft,Ice Patrol,Visual,47.58333333,-53.63333333,1955,1955,June,6/16/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1219,1219,N,Aircraft,Ice Patrol,Visual,47.83333333,-53.08333333,1955,1955,June,6/16/55,,Small,,,,2,,,,,,,,,,,,,,,,,,
IOT,1,1220,1220,N,Aircraft,Ice Patrol,Visual,48.06666667,-52.88333333,1955,1955,June,6/16/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1221,1221,N,Aircraft,Ice Patrol,Visual,48.08333333,-55.58333333,1955,1955,June,6/16/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1222,1222,N,Aircraft,Ice Patrol,Visual,48.25,-53.41666667,1955,1955,June,6/16/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1223,1223,N,Aircraft,Ice Patrol,Visual,48.5,-53.05,1955,1955,June,6/16/55,,Small,,,,2,,,,,,,,,,,,,,,,,,
IOT,1,1224,1224,N,Aircraft,Ice Patrol,Visual,49.25,-53.23333333,1955,1955,June,6/16/55,,Berg,6,,,,,,,,,,,,,,,,,,,,,
IOT,1,1225,1225,N,Aircraft,Ice Patrol,Visual,49.43333333,-51.8,1955,1955,June,6/16/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1226,1226,N,Aircraft,Ice Patrol,Visual,49.45,-52,1955,1955,June,6/16/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1227,1227,N,Aircraft,Ice Patrol,Visual,49.45,-52.1,1955,1955,June,6/16/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1228.01,1228.01,N,Aircraft,Ice Patrol,Visual,49.66666667,-54,1955,1955,June,6/16/55,,Berg,20,,,,,,,,,,,,,,,,,,,,,20 bergs from Cape Fogo to Funk Island to Cape Freels.
IOT,0,1228.02,1228.02,N,Aircraft,Ice Patrol,Visual,49.75,-53.18333333,1955,1955,June,6/16/55,,Berg,,,,,,,,,,,,,,,,,,,,,,
IOT,0,1228.03,1228.03,N,Aircraft,Ice Patrol,Visual,49.25,-53.5,1955,1955,June,6/16/55,,Berg,,,,,,,,,,,,,,,,,,,,,,
IOT,1,1229,1229,N,Aircraft,Ice Patrol,Visual,49.76666667,-53.28333333,1955,1955,June,6/16/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1230,1230,N,Aircraft,Ice Patrol,Visual,49.8,-51.51666667,1955,1955,June,6/16/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1231,1231,N,Aircraft,Ice Patrol,Visual,49.95,-53.63333333,1955,1955,June,6/16/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1232,1232,N,Aircraft,Ice Patrol,Visual,50.3,-51.38333333,1955,1955,June,6/16/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1233,1233,N,Aircraft,Ice Patrol,Visual,50.31666667,-53,1955,1955,June,6/16/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1234.11,1234.11,N,Aircraft,Cairngowan,Visual,52.38333333,-54.25,1955,1955,June,6/16/55,,Berg,15,,,,,,,,,,,,,,,,,,,,,
IOT,0,1234.12,1234.12,N,Aircraft,Cairngowan,Visual,52.81666667,-52.4,1955,1955,June,6/16/55,,Berg,,,,,,,,,,,,,,,,,,,,,,
IOT,1,1234.21,1234.21,N,Aircraft,Cairngowan,Visual,52.38333333,-54.25,1955,1955,June,6/16/55,,Growler,,5,,,,,,,,,,,,,,,,,,,,
IOT,0,1234.22,1234.22,N,Aircraft,Cairngowan,Visual,52.81666667,-52.4,1955,1955,June,6/16/55,,Growler,,,,,,,,,,,,,,,,,,,,,,
IOT,1,1235.1,1235.1,N,Ship,USNS Edisto,Visual,54.16666667,-57,1955,1955,June,6/16/55,,Berg,x,,,,,,,,,,,,,,,,,,,,,Free of ice except scattered bergs and growlers.
IOT,1,1235.2,1235.2,N,Ship,USNS Edisto,Visual,54.16666667,-57,1955,1955,June,6/16/55,,Growler,,x,,,,,,,,,,,,,,,,,,,,Free of ice except scattered bergs and growlers.
IOT,1,1236,1236,N,Aircraft,Ice Patrol,Visual,47.88333333,-53,1955,1955,June,6/16/55,,Growler,,2,,,,,,,,,,,,,,,,,,,,
IOT,1,1237,1237,N,Aircraft,Ice Patrol,Visual,49.45,-52.21666667,1955,1955,June,6/16/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,1238,1238,N,Aircraft,Ice Patrol,Visual,49.83333333,-52.9,1955,1955,June,6/16/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,1239,1239,N,Aircraft,Ice Patrol,Visual,49.9,-52.63333333,1955,1955,June,6/16/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,1240,1240,N,Aircraft,Ice Patrol,Visual,50,-52.11666667,1955,1955,June,6/16/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,1241,1241,N,Aircraft,Ice Patrol,Visual,50.05,-51.6,1955,1955,June,6/16/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,1242,1242,N,Aircraft,Ice Patrol,Visual,50.41666667,-51.43333333,1955,1955,June,6/16/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,1243,1243,N,Aircraft,Ice Patrol,Visual,51,-49.45,1955,1955,June,6/16/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,1244,1244,N,Aircraft,Ice Patrol,Visual,51,-49.8,1955,1955,June,6/16/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,1245,1245,N,Aircraft,Ice Patrol,Visual,51.08333333,-49.53333333,1955,1955,June,6/16/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,1247,1247,N,Aircraft,Ice Patrol,Visual,48,-53.5,1955,1955,June,6/17/55,,Berg,2,,,,,,,,,,,,,,,,,,,,,
IOT,1,1248,1248,N,Aircraft,Ice Patrol,Visual,48.75,-53.5,1955,1955,June,6/17/55,,Berg,4,,,,,,,,,,,,,,,,,,,,,
IOT,1,1249.01,1249.01,N,Aircraft,Ice Patrol,Visual,49.66666667,-54,1955,1955,June,6/17/55,,Berg,40,,,,,,,,,,,,,,,,,,,,,40 bergs inside of a line from Cape Fogo to Funk Island to Cape Freels.
IOT,0,1249.02,1249.02,N,Aircraft,Ice Patrol,Visual,49.75,-53.18333333,1955,1955,June,6/17/55,,Berg,,,,,,,,,,,,,,,,,,,,,,
IOT,0,1249.03,1249.03,N,Aircraft,Ice Patrol,Visual,49.25,-53.5,1955,1955,June,6/17/55,,Berg,,,,,,,,,,,,,,,,,,,,,,
IOT,1,1250,1250,N,Aircraft,Ice Patrol,Visual,49.91666667,-52.91666667,1955,1955,June,6/17/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,1251,1251,N,Aircraft,Ice Patrol,Visual,49.96666667,-54.66666667,1955,1955,June,6/17/55,,Berg,3,,,,,,,,,,,,,,,,,,,,,
IOT,1,1252,1252,N,Aircraft,Ice Patrol,Visual,50.05,-54.96666667,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1253,1253,N,Aircraft,Ice Patrol,Visual,50.13333333,-53.41666667,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1254,1254,N,Aircraft,Ice Patrol,Visual,50.13333333,-54,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1255,1255,N,Aircraft,Ice Patrol,Visual,50.3,-54.2,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1256,1256,N,Aircraft,Ice Patrol,Visual,50.41666667,-53.75,1955,1955,June,6/17/55,,Berg,3,,,,,,,,,,,,,,,,,,,,,
IOT,1,1257,1257,N,Aircraft,Ice Patrol,Visual,50.58333333,-54.7,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1258,1258,N,Aircraft,Ice Patrol,Visual,50.66666667,-55.25,1955,1955,June,6/17/55,,Berg,5,,,,,,,,,,,,,,,,,,,,,
IOT,1,1259,1259,N,Aircraft,Ice Patrol,Visual,50.78333333,-51.58333333,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1260,1260,N,Ship,Manchester Explorer,Visual,50.83333333,-48.66666667,1955,1955,June,6/17/55,,Berg,3,,,,,,,,,,,,,,,,,,,,,
IOT,1,1261,1261,N,Aircraft,Ice Patrol,Visual,50.86666667,-51.58333333,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1262,1262,N,Aircraft,Ice Patrol,Visual,50.91666667,-51.43333333,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1263,1263,N,Aircraft,Ice Patrol,Visual,50.91666667,-53.5,1955,1955,June,6/17/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,1264,1264,N,Aircraft,Ice Patrol,Visual,50.91666667,-53.96666667,1955,1955,June,6/17/55,,Berg,8,,,,,,,,,,,,,,,,,,,,,
IOT,1,1265,1265,N,Aircraft,Ice Patrol,Visual,50.91666667,-54.63333333,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1266,1266,N,Aircraft,Ice Patrol,Visual,51,-51.05,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1267,1267,N,Aircraft,Ice Patrol,Visual,51,-51.25,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1268,1268,N,Aircraft,Ice Patrol,Visual,51,-51.48333333,1955,1955,June,6/17/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,1269,1269,N,Aircraft,Ice Patrol,Visual,51,-51.63333333,1955,1955,June,6/17/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,1270,1270,N,Aircraft,Ice Patrol,Visual,51.03333333,-50.58333333,1955,1955,June,6/17/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,1271,1271,N,Aircraft,Ice Patrol,Visual,51.03333333,-53.13333333,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1272,1272,N,Aircraft,Ice Patrol,Visual,51.06666667,-50.33333333,1955,1955,June,6/17/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,1273,1273,N,Aircraft,Ice Patrol,Visual,51.13333333,-52.36666667,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1274,1274,N,Aircraft,Ice Patrol,Visual,51.13333333,-52.91666667,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1275,1275,N,Aircraft,Ice Patrol,Visual,51.15,-49.91666667,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1276,1276,N,Aircraft,Ice Patrol,Visual,51.16666667,-50.91666667,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1277,1277,N,Aircraft,Ice Patrol,Visual,51.2,-52.96666667,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1278,1278,N,Aircraft,Ice Patrol,Visual,51.21666667,-53.16666667,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1279,1279,N,Aircraft,Ice Patrol,Visual,51.25,-51.66666667,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1280,1280,N,Aircraft,Ice Patrol,Visual,51.25,-54.75,1955,1955,June,6/17/55,,Berg,6,,,,,,,,,,,,,,,,,,,,,
IOT,1,1281,1281,N,Aircraft,Ice Patrol,Visual,51.38333333,-53.2,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1282,1282,N,Aircraft,Ice Patrol,Visual,51.4,-53.1,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1283,1283,N,Aircraft,Ice Patrol,Visual,51.45,-52.08333333,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1284,1284,N,Aircraft,Ice Patrol,Visual,51.46666667,-53.25,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1285,1285,N,Aircraft,Ice Patrol,Visual,51.5,-51.7,1955,1955,June,6/17/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,1286,1286,N,Aircraft,Ice Patrol,Visual,51.5,-51.91666667,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1287,1287,N,Aircraft,Ice Patrol,Visual,51.5,-52.18333333,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1288,1288,N,Aircraft,Ice Patrol,Visual,51.5,-53,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1289,1289,N,Aircraft,Ice Patrol,Visual,51.53333333,-51.38333333,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1290,1290,N,Aircraft,Ice Patrol,Visual,51.53333333,-52.3,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1291,1291,N,Aircraft,Ice Patrol,Visual,51.58333333,-52.41666667,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1292,1292,N,Aircraft,Ice Patrol,Visual,51.58333333,-54,1955,1955,June,6/17/55,,Berg,13,,,,,,,,,,,,,,,,,,,,,
IOT,1,1293,1293,N,Aircraft,Ice Patrol,Visual,51.63333333,-52.16666667,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1294,1294,N,Aircraft,Ice Patrol,Visual,51.63333333,-53.25,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1295,1295,N,Aircraft,Ice Patrol,Visual,51.65,-50.33333333,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1296,1296,N,Aircraft,Ice Patrol,Visual,51.65,-52.85,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1297,1297,N,Aircraft,Ice Patrol,Visual,51.66666667,-51,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1298,1298,N,Aircraft,Ice Patrol,Visual,51.66666667,-52.5,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1299,1299,N,Aircraft,Ice Patrol,Visual,51.7,-50.16666667,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1300,1300,N,Aircraft,Ice Patrol,Visual,51.75,-52.36666667,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1301,1301,N,Aircraft,Ice Patrol,Visual,51.8,-50.43333333,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1302,1302,N,Aircraft,Ice Patrol,Visual,51.83333333,-51.48333333,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1303,1303,N,Aircraft,Ice Patrol,Visual,51.83333333,-51.91666667,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1304,1304,N,Aircraft,Ice Patrol,Visual,51.83333333,-53.25,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1305,1305,N,Aircraft,Ice Patrol,Visual,51.86666667,-51.65,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1306,1306,N,Aircraft,Ice Patrol,Visual,51.86666667,-51.8,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1307,1307,N,Aircraft,Ice Patrol,Visual,51.88333333,-50.5,1955,1955,June,6/17/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,1308,1308,N,Aircraft,Ice Patrol,Visual,51.91666667,-52,1955,1955,June,6/17/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,1309,1309,N,Aircraft,Ice Patrol,Visual,51.91666667,-52.33333333,1955,1955,June,6/17/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,1310,1310,N,Aircraft,Ice Patrol,Visual,51.98333333,-51.05,1955,1955,June,6/17/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,1311,1311,N,Aircraft,Ice Patrol,Visual,52,-50.51666667,1955,1955,June,6/17/55,,Small,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,1312,1312,N,Aircraft,Ice Patrol,Visual,52,-51.25,1955,1955,June,6/17/55,,Small,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,1313,1313,N,Aircraft,Ice Patrol,Visual,52.03333333,-52.06666667,1955,1955,June,6/17/55,,Small,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,1314,1314,N,Aircraft,Ice Patrol,Visual,52.05,-51.98333333,1955,1955,June,6/17/55,,Small,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,1315,1315,N,Aircraft,Ice Patrol,Visual,50.91666667,-49.35,1955,1955,June,6/17/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,1316,1316,N,Aircraft,Ice Patrol,Visual,51.16666667,-49.58333333,1955,1955,June,6/17/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,1318,1318,N,Ship,Arthur Cross,Visual,47.86666667,-52.83333333,1955,1955,June,6/18/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1319.1,1319.1,N,Ship,Unknown,Visual,49.1,-51.85,1955,1955,June,6/18/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1319.2,1319.2,N,Ship,Unknown,Visual,49.1,-51.85,1955,1955,June,6/18/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,1320,1320,N,Aircraft,USAF,Visual,50.58333333,-53,1955,1955,June,6/18/55,,Berg,2,,,,,,,,,,,,,,,,,,,,,
IOT,1,1321,1321,N,Ship,Sally Stove,Visual,51.26666667,-52,1955,1955,June,6/18/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1322,1322,N,Ship,Arosa Kolm,Visual,51.56666667,-52.53333333,1955,1955,June,6/18/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1323,1323,N,Ship,Arosa Kolm,Visual,51.56666667,-53.03333333,1955,1955,June,6/18/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1324,1324,N,Ship,Arosa Kolm,Visual,51.58333333,-51.83333333,1955,1955,June,6/18/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1325,1325,N,Ship,Arosa Kolm,Visual,51.63333333,-52.33333333,1955,1955,June,6/18/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1326,1326,N,Ship,Arosa Kolm,Visual,51.65,-52.41666667,1955,1955,June,6/18/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1327,1327,N,Ship,Arosa Kolm,Visual,51.7,-52.11666667,1955,1955,June,6/18/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1328.11,1328.11,N,Ship,Sally Stove,Visual,51.45,-56.86666667,1955,1955,June,6/18/55,,Berg,x,,,,,,,,,,,,,,,,,,,,,Many bergs and bits from point Amour to Belle Isle.
IOT,0,1328.12,1328.12,N,Ship,Sally Stove,Visual,51.95,-55.35,1955,1955,June,6/18/55,,Berg,,,,,,,,,,,,,,,,,,,,,,
IOT,1,1328.21,1328.21,N,Ship,Sally Stove,Visual,51.45,-56.86666667,1955,1955,June,6/18/55,,Growler,,,x,,,,,,,,,,,,,,,,,,,Many bergs and bits from point Amour to Belle Isle.
IOT,0,1328.22,1328.22,N,Ship,Sally Stove,Visual,51.95,-55.35,1955,1955,June,6/18/55,,Growler,,,,,,,,,,,,,,,,,,,,,,
IOT,1,1329,1329,N,Ship,Arosa Kolm,Visual,51.56666667,-52.01666667,1955,1955,June,6/18/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,1332,988,Y,Ship,Arthur Cross,Visual,46.8,-52.93333333,1955,1955,June,6/19/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1333.1,1333.1,N,Ship,USNS Mission Los Angeles,Visual,48.8,-52.4,1955,1955,June,6/19/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1333.2,1333.2,N,Ship,USNS Mission Los Angeles,Visual,48.8,-52.4,1955,1955,June,6/19/55,,Growler,,2,,,,,,,,,,,,,,,,,,,,
IOT,1,1334,1334,N,Ship,USNS Mission Los Angeles,Visual,49.13333333,-52.33333333,1955,1955,June,6/19/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1335,1335,N,Ship,USNS Mission Los Angeles,Visual,49.5,-52.16666667,1955,1955,June,6/19/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1336,1336,N,Ship,USNS Mission Los Angeles,Visual,50.58333333,-53.31666667,1955,1955,June,6/19/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1337,1337,N,Ship,USNS Mission Los Angeles,Visual,50.61666667,-53.2,1955,1955,June,6/19/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1338,1338,N,Ship,USNS Mission Los Angeles,Visual,50.65,-53.16666667,1955,1955,June,6/19/55,,Berg,2,,,,,,,,,,,,,,,,,,,,,
IOT,1,1339,1339,N,Ship,Mormacpenn,Visual,50.83333333,-48.66666667,1955,1955,June,6/19/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1340,1340,N,Ship,Dunelmia,Visual,51.13333333,-57.8,1955,1955,June,6/19/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1341,1341,N,Ship,Dunelmia,Visual,51.13333333,-58,1955,1955,June,6/19/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1342,1342,N,Ship,Dunelmia,Visual,51.16666667,-57.66666667,1955,1955,June,6/19/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1343,1343,N,Ship,Dunelmia,Visual,51.23333333,-57.03333333,1955,1955,June,6/19/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1344,1344,N,Ship,Dunelmia,Visual,51.25,-57.13333333,1955,1955,June,6/19/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1345,1345,N,Ship,L'Aventure,Visual,51.35,-49.76666667,1955,1955,June,6/19/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1346,1346,N,Ship,L'Aventure,Visual,51.46666667,-50.03333333,1955,1955,June,6/19/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
