data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,# Bergs,# Growlers,# Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,Comments
IOT,1,1,1,N,Miscellaneous,OSV Bravo,Unknown,56.45,-50.61666667,1955,1955,February,2/10/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,2.1,2.1,N,Miscellaneous,OSV Bravo,Unknown,56.48333333,-50.81666667,1955,1955,February,2/11/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,2.2,2.2,N,Miscellaneous,OSV Bravo,Unknown,56.48333333,-50.81666667,1955,1955,February,2/11/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,10,10,N,Aircraft,Ice Patrol,Visual,49.33333333,-51.38333333,1955,1955,March,3/4/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,11,11,N,Aircraft,Ice Patrol,Visual,49.53333333,-52.5,1955,1955,March,3/4/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,12,12,N,Aircraft,Ice Patrol,Visual,50.08333333,-52.08333333,1955,1955,March,3/4/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,13,13,N,Aircraft,Ice Patrol,Visual,50.35,-52.56666667,1955,1955,March,3/4/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,14,14,N,Aircraft,Ice Patrol,Visual,50.38333333,-52.55,1955,1955,March,3/4/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,27,27,N,Aircraft,Dutch Aircraft,Visual,54.33333333,-50.25,1955,1955,March,3/11/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,44.1,44.1,N,Ship,USCGC Bibb,Visual,51.06666667,-49.33333333,1955,1955,March,3/17/55,,Small,,,,2,,,,,,,,,,,,,,,,,,2 Small Bergs and many Growlers
IOT,1,44.2,44.2,N,Ship,USCGC Bibb,Visual,51.06666667,-49.33333333,1955,1955,March,3/17/55,,Growler,,x,,,,,,,,,,,,,,,,,,,,2 Small Bergs and many Growlers
IOT,1,45,45,N,Ship,USCGC Bibb,Visual,51.25,-49.13333333,1955,1955,March,3/17/55,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,50,50,N,Ship,Arctic Prowler,Visual,52.16666667,-54.58333333,1955,1955,March,3/18/55,,Berg,3,,,,,,,,,,,,,,,,,,,,,
IOT,1,52,52,N,Ship,Arctic Prowler,Visual,52.25,-54.28333333,1955,1955,March,3/19/55,,Berg,4,,,,,,,,,,,,,,,,,,,,,
IOT,1,59,59,N,Aircraft,Ice Patrol,Visual,51.33333333,-53.33333333,1955,1955,March,3/20/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,60,60,N,Aircraft,Ice Patrol,Visual,51.95,-52.15,1955,1955,March,3/20/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,61,61,N,Aircraft,Ice Patrol,Visual,52.58333333,-52.7,1955,1955,March,3/20/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,62,62,N,Aircraft,Ice Patrol,Visual,52.91666667,-52.51666667,1955,1955,March,3/20/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,63,63,N,Aircraft,Ice Patrol,Visual,53.06666667,-52.15,1955,1955,March,3/20/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,64,64,N,Aircraft,Ice Patrol,Visual,53.18333333,-52.06666667,1955,1955,March,3/20/55,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,65,65,N,Aircraft,Ice Patrol,Visual,50.66666667,-52.35,1955,1955,March,3/20/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,66,66,N,Aircraft,Ice Patrol,Visual,50.71666667,-53.33333333,1955,1955,March,3/20/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,67,67,N,Aircraft,Ice Patrol,Visual,51.25,-52.85,1955,1955,March,3/20/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,68,68,N,Aircraft,Ice Patrol,Visual,52.91666667,-52.41666667,1955,1955,March,3/20/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,71,71,N,Aircraft,BOAC,Visual,50.33333333,-48.7,1955,1955,March,3/21/55,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,73,73,N,Ship,USNS Sgt. Jonah E. Kelley,Visual,47.43333333,-52.58333333,1955,1955,March,3/22/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,78,78,N,Ship,Hydro,Visual,48.4,-51.9,1955,1955,March,3/23/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,79,79,N,Ship,Hydro,Visual,50.41666667,-52.91666667,1955,1955,March,3/23/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,80,80,N,Ship,Hydro,Visual,52.66666667,-53.26666667,1955,1955,March,3/23/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,89,89,N,Aircraft,Ice Patrol,Visual,47.91666667,-51.6,1955,1955,March,3/24/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,90,90,N,Aircraft,Ice Patrol,Visual,47.95,-52.28333333,1955,1955,March,3/24/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,91.1,91.1,N,Aircraft,TWA,Visual,50,-46.5,1955,1955,March,3/24/55,,Large,,,,,,1,,,,,,,,,,,,,,,,1 large and 1 small
IOT,1,91.2,91.2,N,Aircraft,TWA,Visual,50,-46.5,1955,1955,March,3/24/55,,Small,,,,1,,,,,,,,,,,,,,,,,,1 large and 1 small
IOT,1,92,92,N,Aircraft,MATS,Visual,50,-49.85,1955,1955,March,3/24/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,93,93,N,Aircraft,Ice Patrol,Visual,47.91666667,-52.23333333,1955,1955,March,3/24/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,94,94,N,Aircraft,Ice Patrol,Visual,48.03333333,-51.66666667,1955,1955,March,3/24/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,95,95,N,Aircraft,Ice Patrol,Visual,48.05,-51.88333333,1955,1955,March,3/24/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,96,96,N,Aircraft,Ice Patrol,Visual,48.23333333,-51.78333333,1955,1955,March,3/24/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,97,97,N,Aircraft,Ice Patrol,Visual,48.6,-51.75,1955,1955,March,3/24/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,98,98,N,Aircraft,Ice Patrol,Visual,48.7,-51.76666667,1955,1955,March,3/24/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,117,117,N,Ship,USNS Col. William J. O'Brien,Visual,47.56666667,-52.66666667,1955,1955,March,3/26/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,118,118,N,Miscellaneous,St. John's Radio,Unknown,47.56666667,-52.65,1955,1955,March,3/26/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,Large growler
IOT,1,124,90,Y,Ship,Sangara,Visual,47.58333333,-52.48333333,1955,1955,March,3/27/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,125,90,Y,Ship,Fort Hamilton,Visual,47.46666667,-52.56666667,1955,1955,March,3/27/55,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,126,126,N,Ship,Fort Hamilton,Visual,47.46666667,-52.56666667,1955,1955,March,3/27/55,,Growler,,x,,,,,,,,,,,,,,,,,,,,Several small growlers
IOT,0,126,126,N,Ship,Fort Hamilton,Visual,47.38333333,-52.56666667,1955,1955,March,3/27/55,,Growler,,,,,,,,,,,,,,,,,,,,,,
IOT,1,127.01,127.01,N,Ship,Sangara,Visual,47.51666667,-52.58333333,1955,1955,March,3/27/55,,Growler,,x,,,,,,,,,,,,,,,,,,,,Several growlers off Cape Spear
IOT,0,127.02,127.02,N,Ship,Sangara,Visual,47.51666667,-52.51666667,1955,1955,March,3/27/55,,Growler,,,,,,,,,,,,,,,,,,,,,,
IOT,1,136,136,N,Ship,USCGC Spencer,Other,50.28333333,-48,1955,1955,March,3/29/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,"Sonar contact, probable berg"
IOT,1,137.1,137.1,N,Ship,Arctic Prowler,Visual,50.66666667,-54.58333333,1955,1955,March,3/29/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,137.2,137.2,N,Ship,Arctic Prowler,Visual,50.66666667,-54.58333333,1955,1955,March,3/29/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,138,138,N,Miscellaneous,St. John's Radio,Unknown,47.66666667,-52.46666667,1955,1955,March,3/29/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,141,90,Y,Ship,Caxton,Visual,47.21666667,-51.73333333,1955,1955,March,3/30/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,142,90,Y,Aircraft,Ice Patrol,Visual,47.23333333,-51.73333333,1955,1955,March,3/30/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,143,143,N,Aircraft,Ice Patrol,Visual,47.43333333,-52.63333333,1955,1955,March,3/30/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,144,144,N,Aircraft,Ice Patrol,Visual,47.78333333,-50.55,1955,1955,March,3/30/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,145,145,N,Aircraft,Ice Patrol,Visual,47.86666667,-52.2,1955,1955,March,3/30/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,146,146,N,Aircraft,Ice Patrol,Visual,47.91666667,-51.91666667,1955,1955,March,3/30/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,147,147,N,Aircraft,Ice Patrol,Visual,48.06666667,-51.88333333,1955,1955,March,3/30/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,148,148,N,Aircraft,Ice Patrol,Visual,48.13333333,-51.8,1955,1955,March,3/30/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,149,149,N,Aircraft,Ice Patrol,Visual,48.13333333,-52.1,1955,1955,March,3/30/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,150,150,N,Ship,Arctic Prowler,Visual,49.5,-53.08333333,1955,1955,March,3/30/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,151,151,N,Ship,Arctic Prowler,Visual,50.1,-53.85,1955,1955,March,3/30/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,152,152,N,Ship,Arctic Prowler,Visual,50.66666667,-54.58333333,1955,1955,March,3/30/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,153,153,N,Ship,Caxton,Visual,47.15,-51.45,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,Small growler
IOT,1,154,154,N,Ship,Caxton,Visual,47.18333333,-51.53333333,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,Small growler
IOT,1,155,155,N,Ship,Caxton,Visual,47.2,-51.46666667,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,Small growler
IOT,1,156,156,N,Aircraft,Ice Patrol,Visual,47.21666667,-51.53333333,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,157,157,N,Ship,Caxton,Visual,47.23333333,-51.86666667,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,Small growler
IOT,1,158,158,N,Aircraft,Ice Patrol,Visual,47.28333333,-51.56666667,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,159,159,N,Aircraft,Ice Patrol,Visual,47.3,-51.6,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,160,160,N,Ship,Caxton,Visual,47.31666667,-51.81666667,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,Small growler
IOT,1,161,161,N,Ship,Caxton,Visual,47.33333333,-51.83333333,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,Small growler
IOT,1,162,162,N,Aircraft,Ice Patrol,Visual,47.4,-51.06666667,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,163,163,N,Ship,Caxton,Visual,47.43333333,-51.65,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,Small growler
IOT,1,164,164,N,Ship,Caxton,Visual,47.45,-51.65,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,Small growler
IOT,1,165,165,N,Aircraft,Ice Patrol,Visual,47.61666667,-50.96666667,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,166,166,N,Aircraft,Ice Patrol,Visual,47.65,-52.01666667,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,167,167,N,Aircraft,Ice Patrol,Visual,47.66666667,-50.88333333,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,168,168,N,Aircraft,Ice Patrol,Visual,47.66666667,-51.48333333,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,169,169,N,Aircraft,Ice Patrol,Visual,47.66666667,-51.51666667,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,170,170,N,Aircraft,Ice Patrol,Visual,47.66666667,-51.68333333,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,171,171,N,Aircraft,Ice Patrol,Visual,47.78333333,-51.76666667,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,172,172,N,Aircraft,Ice Patrol,Visual,47.78333333,-51.86666667,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,173,173,N,Aircraft,Ice Patrol,Visual,47.8,-51.68333333,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,174,174,N,Aircraft,Ice Patrol,Visual,47.83333333,-52.06666667,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,175,175,N,Aircraft,Ice Patrol,Visual,47.86666667,-51.76666667,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,176,176,N,Aircraft,Ice Patrol,Visual,47.88333333,-50.68333333,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,177,177,N,Aircraft,Ice Patrol,Visual,47.88333333,-52.33333333,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,178,178,N,Aircraft,Ice Patrol,Visual,47.95,-51.85,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,179,179,N,Aircraft,Ice Patrol,Visual,47.95,-52.51666667,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,180,180,N,Aircraft,Ice Patrol,Visual,48.01666667,-52.11666667,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,181,181,N,Aircraft,Ice Patrol,Visual,48.05,-52.46666667,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,182,182,N,Aircraft,Ice Patrol,Visual,48.08333333,-51.1,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,183,183,N,Aircraft,Ice Patrol,Visual,48.13333333,-51.15,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,184,184,N,Aircraft,Ice Patrol,Visual,48.13333333,-52.36666667,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,185,185,N,Aircraft,Ice Patrol,Visual,48.15,-50.98333333,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,186,186,N,Aircraft,Ice Patrol,Visual,48.2,-52.3,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,187,187,N,Aircraft,Ice Patrol,Visual,48.28333333,-52.26666667,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,188,188,N,Aircraft,Ice Patrol,Visual,48.35,-52.13333333,1955,1955,March,3/30/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,191,191,N,Ship,Nova Scotia,Visual,47.38333333,-52.7,1955,1955,March,3/31/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,192,191,Y,Ship,Fort Hamilton,Visual,47.38333333,-52.7,1955,1955,March,3/31/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,193,143,Y,Ship,Nova Scotia,Visual,47.4,-52.51666667,1955,1955,March,3/31/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,194.1,194.1,N,Ship,Nova Scotia,Visual,47.55,-52.48333333,1955,1955,March,3/31/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,Berg and growlers
IOT,1,194.2,194.2,N,Ship,Nova Scotia,Visual,47.55,-52.48333333,1955,1955,March,3/31/55,,Growler,,x,,,,,,,,,,,,,,,,,,,,Berg and growlers
IOT,1,195,195,N,Ship,Nova Scotia,Visual,47.65,-52.6,1955,1955,March,3/31/55,,Growler,2,,,,,,,,,,,,,,,,,,,,,
IOT,1,196,196,N,Ship,Nova Scotia,Visual,47.31666667,-52.45,1955,1955,March,3/31/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,Large growler
IOT,1,197,197,N,Ship,Fort Hamilton,Visual,47.43333333,-52.51666667,1955,1955,March,3/31/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,198,198,N,Ship,Fort Hamilton,Visual,47.55,-52.48333333,1955,1955,March,3/31/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,199,199,N,Ship,Fort Hamilton,Visual,47.75,-52.5,1955,1955,March,3/31/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,200,200,N,Ship,Fort Hamilton,Visual,47.75,-52.48333333,1955,1955,March,3/31/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,201,201,N,Ship,Fort Hamilton,Visual,47.86666667,-52.61666667,1955,1955,March,3/31/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,202,191,Y,Aircraft,USN,Visual,47.21666667,-52.8,1955,1955,April,4/1/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,203,146,Y,Ship,Nova Scotia,Visual,47.41666667,-51.61666667,1955,1955,April,4/1/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,204,194,Y,Ship,Nova Scotia,Visual,47.53333333,-52.5,1955,1955,April,4/1/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,205,205,N,Aircraft,Ice Patrol,Visual,48.06666667,-53.1,1955,1955,April,4/1/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,206,206,N,Aircraft,Ice Patrol,Visual,48.35,-52.73333333,1955,1955,April,4/1/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,207,207,N,Aircraft,Ice Patrol,Visual,48.53333333,-52.4,1955,1955,April,4/1/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,208,208,N,Aircraft,Ice Patrol,Visual,48.55,-52.88333333,1955,1955,April,4/1/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,209,209,N,Aircraft,Ice Patrol,Visual,48.9,-51.55,1955,1955,April,4/1/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,210,210,N,Aircraft,Ice Patrol,Visual,48.93333333,-52.73333333,1955,1955,April,4/1/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,211,211,N,Aircraft,Ice Patrol,Visual,48.95,-51.66666667,1955,1955,April,4/1/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,212,212,N,Aircraft,Ice Patrol,Visual,48.98333333,-52.75,1955,1955,April,4/1/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,213,213,N,Aircraft,Ice Patrol,Visual,49,-51.05,1955,1955,April,4/1/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,214,214,N,Aircraft,Ice Patrol,Visual,49.03333333,-51.8,1955,1955,April,4/1/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,215,215,N,Aircraft,Ice Patrol,Visual,49.05,-51.76666667,1955,1955,April,4/1/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,216,216,N,Aircraft,Ice Patrol,Visual,49.13333333,-50.71666667,1955,1955,April,4/1/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,217,217,N,Aircraft,Ice Patrol,Visual,49.63333333,-53.08333333,1955,1955,April,4/1/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,218,218,N,Aircraft,Ice Patrol,Visual,49.68333333,-53,1955,1955,April,4/1/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,219,219,N,Aircraft,Ice Patrol,Visual,49.88333333,-52.93333333,1955,1955,April,4/1/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,220,220,N,Aircraft,Ice Patrol,Visual,49.91666667,-52.96666667,1955,1955,April,4/1/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,221,221,N,Aircraft,Ice Patrol,Visual,50.05,-52.55,1955,1955,April,4/1/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,222,222,N,Aircraft,USN,Visual,50.16666667,-53.83333333,1955,1955,April,4/1/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,223,223,N,Aircraft,Ice Patrol,Visual,50.26666667,-52.65,1955,1955,April,4/1/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,224,224,N,Aircraft,Ice Patrol,Visual,48.13333333,-52.98333333,1955,1955,April,4/1/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,225,225,N,Aircraft,Ice Patrol,Visual,48.21666667,-52.96666667,1955,1955,April,4/1/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,226,226,N,Aircraft,Ice Patrol,Visual,48.88333333,-51.33333333,1955,1955,April,4/1/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,227,227,N,Aircraft,Ice Patrol,Visual,48.95,-51.3,1955,1955,April,4/1/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,228,228,N,Aircraft,Ice Patrol,Visual,49.05,-51.35,1955,1955,April,4/1/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,229,229,N,Aircraft,Ice Patrol,Visual,49.1,-51.3,1955,1955,April,4/1/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,242,90,Y,Ship,Comandante Tenreiro,Visual,46.66666667,-51.68333333,1955,1955,April,4/4/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,243,90,Y,Ship,Irmingard,Visual,46.66666667,-51.7,1955,1955,April,4/4/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,244,146,Y,Ship,Irmingard,Visual,46.86666667,-51.53333333,1955,1955,April,4/4/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,245,146,Y,Ship,Comandante Tenreiro,Visual,46.98333333,-51.5,1955,1955,April,4/4/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,246,246,N,Aircraft,Ice Patrol,Visual,46.93333333,-52.6,1955,1955,April,4/4/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,247,247,N,Aircraft,Ice Patrol,Visual,47.03333333,-52.53333333,1955,1955,April,4/4/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,248,248,N,Aircraft,Ice Patrol,Visual,47.06666667,-52.5,1955,1955,April,4/4/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,249,249,N,Aircraft,Ice Patrol,Visual,47.33333333,-52.73333333,1955,1955,April,4/4/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,250,250,N,Aircraft,Ice Patrol,Visual,47.66666667,-50.78333333,1955,1955,April,4/4/55,,Large,,,,,,1,,,,,,,,,,,,,,,,
IOT,1,251,251,N,Aircraft,Ice Patrol,Visual,47.95,-52.78333333,1955,1955,April,4/4/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,252,252,N,Aircraft,Ice Patrol,Visual,48.13333333,-52.38333333,1955,1955,April,4/4/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,253,253,N,Aircraft,Ice Patrol,Visual,48.2,-52.45,1955,1955,April,4/4/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,254,254,N,Aircraft,Ice Patrol,Visual,46.91666667,-52.25,1955,1955,April,4/4/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,255,255,N,Aircraft,Ice Patrol,Visual,46.93333333,-51.46666667,1955,1955,April,4/4/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,256,256,N,Aircraft,Ice Patrol,Visual,47,-51.43333333,1955,1955,April,4/4/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,257,257,N,Aircraft,Ice Patrol,Visual,47.16666667,-52.6,1955,1955,April,4/4/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,258,258,N,Aircraft,Ice Patrol,Visual,47.2,-49.78333333,1955,1955,April,4/4/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,259,259,N,Aircraft,Ice Patrol,Visual,47.26666667,-49.76666667,1955,1955,April,4/4/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,260,260,N,Aircraft,Ice Patrol,Visual,47.43333333,-52.65,1955,1955,April,4/4/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,261,261,N,Aircraft,Ice Patrol,Visual,47.6,-49.93333333,1955,1955,April,4/4/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,262,262,N,Aircraft,Ice Patrol,Visual,47.83333333,-50.06666667,1955,1955,April,4/4/55,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,274,274,N,Aircraft,Ice Patrol,Visual,47.53333333,-52.31666667,1955,1955,April,4/5/55,,Small,,,,1,,,,,,,,,,,,,,,,,,
IOT,1,275,250,Y,Aircraft,Ice Patrol,Visual,47.55,-50.36666667,1955,1955,April,4/5/55,,Medium,,,,,1,,,,,,,,,,,,,,,,,
IOT,1,276,276,N,Aircraft,Ice Patrol,Visual,47.81666667,-52.23333333,1955,1955,April,4/5/55,,Small,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,277,277,N,Aircraft,Ice Patrol,Visual,47.86666667,-52.41666667,1955,1955,April,4/5/55,,Small,,1,,,,,,,,,,,,,,,,,,,,
