data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,#bergs,#growlers,#Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,Comments
IOT,1,25,25,N,Miscellaneous,Cape Race Radio,Visual,48.58333333,-48.75,1937,1937,January,1/14/37,,Berg,1,,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,26.1,25,Y,Miscellaneous,Cape Race Radio,Visual,48.25,-48.5,1937,1937,January,1/17/37,,Berg,1,,,,,,,,,,,,,,,,,,,,,IIP: Berg and growlers
IOT,1,26.2,26.2,N,Miscellaneous,Cape Race Radio,Visual,48.25,-48.5,1937,1937,January,1/17/37,,Growler,,x,,,,,,,,,,,,,,,,,,,,IIP: Berg and growlers
IOT,1,27,27,N,Ship,Ascania (SS),Visual,46.98333333,-46.61666667,1937,1937,January,1/23/37,,Large,,,,,,1,,,,,,,,,,,,,,,,IIP: 24 Jan. HB 2476 Feb 10.
IOT,1,28.1,28.1,N,Ship,Ascania (SS),Visual,46.7,-47.23333333,1937,1937,January,1/23/37,,Small,,,,1,,,,,,,,,,,,,,,,,,IIP: 24 Jan. HB 2476 Feb 10: 46.37'W [probably an error]
IOT,1,28.2,28.2,N,Miscellaneous,Cape Race Radio,Visual,46.7,-47.23333333,1937,1937,January,1/23/37,,Large,,,,,,1,,,,,,,,,,,,,,,,IIP: 24 Jan.
IOT,1,29.1,29.1,N,Miscellaneous,Cape Race Radio,Visual,47.35,-48.03333333,1937,1937,January,1/24/37,,Berg,1,,,,,,,,,,,,,,,,,,,,,IIP: Berg and numerous growlers
IOT,1,29.2,29.2,N,Miscellaneous,Cape Race Radio,Visual,47.35,-48.03333333,1937,1937,January,1/24/37,,Growler,,x,,,,,,,,,,,,,,,,,,,,IIP: Berg and numerous growlers
IOT,1,30,30,N,Miscellaneous,Cape Race Radio,Visual,48.55,-49.63333333,1937,1937,January,1/24/37,,Large,,,,,,1,,,,,,,,,,,,,,,,IIP
IOT,1,32,32,N,Miscellaneous,Cape Race Radio,Visual,47.13333333,-50.05,1937,1937,January,1/24/37,,Berg,1,,,,,,,,,,,,,,,,,,,,,IIP: Low lying berg
IOT,1,33,33,N,Miscellaneous,Cape Race Radio,Visual,46,-47.83333333,1937,1937,January,1/24/37,,Berg,2,,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,35.1,35.1,N,Miscellaneous,Cape Race Radio,Visual,45.15,-48,1937,1937,January,1/24/37,,Small,,,,1,,,,,,,,,,,,,,,,,,IIP: Small berg and pieces
IOT,1,35.2,35.2,N,Miscellaneous,Cape Race Radio,Visual,45.15,-48,1937,1937,January,1/24/37,,Bergy Bit,,,x,,,,,,,,,,,,,,,,,,,IIP: Small berg and pieces
IOT,1,36.1,36.1,N,Miscellaneous,Cape Race Radio,Visual,48.11666667,-49.23333333,1937,1937,January,1/24/37,,Small,,,,1,,,,,,,,,,,,,,,,,,IIP: Small berg and growlers
IOT,1,36.2,36.2,N,Miscellaneous,Cape Race Radio,Visual,48.11666667,-49.23333333,1937,1937,January,1/24/37,,Growler,,x,,,,,,,,,,,,,,,,,,,,IIP: Small berg and growlers
