data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,#bergs,#growlers,#Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,Comments
IOT,1,114,86,Y,Ship,Groton Trails,Visual,45.41666667,-47.66666667,1957,1957,February,2/15/55,,Small,,,,1,,,,,,,,,15,E,,,,,,,,
IOT,1,115,86,Y,Ship,Groton Trails,Visual,45.41666667,-47.75,1957,1957,February,2/15/55,,Medium,,,,,1,,,,,,,,30,E,,,,,,,,
IOT,1,116,86,Y,Ship,Groton Trails,Visual,45.45,-47.75,1957,1957,February,2/15/55,,Small,,,,1,,,,,,,,,9,E,,,,,,,,
IOT,1,117,86,Y,Ship,Groton Trails,Visual,46.5,-48,1957,1957,February,2/15/55,,Berg,2,,,,,,,,,,,,,,,,,,,,,
IOT,1,118,86,Y,Ship,Groton Trails,Visual,46.5,-47.46666667,1957,1957,February,2/15/55,,Medium,,,,,1,,,,,,,,21,E,,,,,,,,
IOT,1,119,62,Y,Ship,Noordam,Visual,46.1,-46,1957,1957,February,2/15/55,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,1,1,N,Ship,USN,Visual,51.33333333,-50,1957,1957,January,1/7/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,2,2,N,Ship,American Angler,Visual,47.36666667,-49.43333333,1957,1957,January,1/7/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,3,2,Y,Aircraft,USCG,Visual,47.7,-49.26666667,1957,1957,January,1/10/57,,Berg,2,,,,,,,,,,,,,,,,,,,,,
IOT,1,6,6,N,Aircraft,USCG,Visual,47.2,-52.66666667,1957,1957,January,1/25/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,13,13,N,Aircraft,USCG,Visual,49.13333333,-49.76666667,1957,1957,January,1/29/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,14,14,N,Aircraft,USCG,Visual,49.21666667,-51.38333333,1957,1957,January,1/29/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,15,15,N,Aircraft,USCG,Visual,49.3,-51.71666667,1957,1957,January,1/29/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,16,16,N,Aircraft,USCG,Visual,49.4,-51.75,1957,1957,January,1/29/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,17,17,N,Aircraft,USCG,Visual,49.46666667,-51.7,1957,1957,January,1/29/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,18,18,N,Aircraft,USCG,Visual,49.63333333,-50.6,1957,1957,January,1/29/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,19,19,N,Aircraft,USCG,Visual,49.63333333,-51.01666667,1957,1957,January,1/29/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,20,20,N,Aircraft,USCG,Visual,49.66666667,-49.53333333,1957,1957,January,1/29/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,21,21,N,Aircraft,USCG,Visual,49.73333333,-50.11666667,1957,1957,January,1/29/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,26,6,Y,Ship,USNS J.E. Kelley,Visual,47.08333333,-52.71666667,1957,1957,January,1/29/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,27,6,Y,Ship,Unknown,Visual,47.08333333,-52.61666667,1957,1957,January,1/31/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,28,6,Y,Aircraft,USCG,Visual,47,-52.63333333,1957,1957,January,1/31/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,29,29,N,Aircraft,USCG,Visual,48.25,-48.75,1957,1957,January,1/31/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,30,30,N,Aircraft,USCG,Visual,48.46666667,-47.25,1957,1957,January,1/31/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,31,31,N,Aircraft,USCG,Visual,48.53333333,-49.5,1957,1957,January,1/31/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,35,35,N,Ship,Arnarfell,Visual,55.91666667,-35.41666667,1957,1957,February,2/1/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,39,6,Y,Aircraft,USCG,Visual,46.86666667,-52.66666667,1957,1957,February,2/2/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,40,40,N,Aircraft,USCG,Visual,47.33333333,-52.66666667,1957,1957,February,2/2/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,41,40,Y,Ship,Fort Avalon,Visual,47.38333333,-52.65,1957,1957,February,2/2/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,42,42,N,Aircraft,USCG,Visual,48.05,-48.9,1957,1957,February,2/2/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,43,43,N,Aircraft,USCG,Visual,48.08333333,-48.9,1957,1957,February,2/2/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,44,44,N,Aircraft,USCG,Visual,48.35,-49.83333333,1957,1957,February,2/2/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,45,45,N,Aircraft,USCG,Visual,48.38333333,-50.48333333,1957,1957,February,2/2/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,47,47,N,Aircraft,USN,Visual,45.83333333,-47.66666667,1957,1957,February,2/4/57,,Berg,2,,,,,,,,,,,,,,,,,,,,,
IOT,1,48,47,Y,Ship,USCG Spencer,Visual,45.88333333,-47.15,1957,1957,February,2/4/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,49,47,Y,Ship,USCG Spencer,Visual,45.88333333,-47.43333333,1957,1957,February,2/4/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,50,50,N,Ship,Mormacelm,Visual,48.5,-37,1957,1957,February,2/4/57,,Berg,6,,,,,,,,,,,,,,,,,,,,,
IOT,1,53,53,N,Aircraft,USCG,Visual,47.71666667,-48.65,1957,1957,February,2/5/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,54,54,N,Aircraft,USCG,Visual,47.75,-48.7,1957,1957,February,2/5/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,55,55,N,Aircraft,USCG,Visual,47.86666667,-48.96666667,1957,1957,February,2/5/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,56,56,N,Ship,Unknown,Visual,56.61666667,-37,1957,1957,February,2/5/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,57,57,N,Ship,Unknown,Visual,56.25,-37.6,1957,1957,February,2/5/57,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,58.1,58.1,N,Ship,USNS Paoli,Visual,58.1,-35.7,1957,1957,February,2/5/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,berg & growler
IOT,1,58.2,58.2,N,Ship,USNS Paoli,Visual,58.1,-35.7,1957,1957,February,2/5/57,,Growler,,1,,,,,,,,,,,,,,,,,,,,berg & growler
IOT,1,60,47,Y,Aircraft,USCG,Visual,45.6,-47.31666667,1957,1957,February,2/6/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,61,47,Y,Aircraft,USCG,Visual,45.76666667,-47.66666667,1957,1957,February,2/6/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,62,62,N,Aircraft,USCG,Visual,46.2,-47.3,1957,1957,February,2/6/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,63,63,N,Aircraft,USCG,Visual,46.21666667,-47.43333333,1957,1957,February,2/6/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,64,64,N,Aircraft,USCG,Visual,47.11666667,-52.15,1957,1957,February,2/6/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,70,63,Y,Ship,Isolde,Visual,45.8,-47.3,1957,1957,February,2/8/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,71,71,N,Ship,Isolde,Visual,46.05,-45.91666667,1957,1957,February,2/8/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,72,72,N,Ship,Isolde,Visual,46.08333333,-45.83333333,1957,1957,February,2/8/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,73,73,N,Ship,Isolde,Visual,46.16666667,-45.75,1957,1957,February,2/8/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,74,62,Y,Ship,Isolde,Visual,46.18333333,-46.66666667,1957,1957,February,2/8/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,75,47,Y,Ship,Unknown,Visual,45,-46.66666667,1957,1957,February,2/8/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,76,53,Y,Ship,Unknown,Visual,46.86666667,-46.46666667,1957,1957,February,2/8/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,77,47,Y,Ship,USCGC Escanaba,Visual,45.08333333,-46.66666667,1957,1957,February,2/8/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,78,47,Y,Ship,USCGC Escanaba,Visual,45.28333333,-46.51666667,1957,1957,February,2/8/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,79,79,N,Ship,USCGC Escanaba,Visual,48.1,-48.1,1957,1957,February,2/8/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,80,80,N,Aircraft,USCG,Visual,45.6,-47.93333333,1957,1957,February,2/8/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,81,81,N,Aircraft,USCG,Visual,45.76666667,-48.1,1957,1957,February,2/8/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,82,63,Y,Aircraft,USCG,Visual,45.76666667,-48.1,1957,1957,February,2/8/57,,Berg,5,,,,,,,,,,,,,,,,,,,,,
IOT,1,83,83,N,Aircraft,USCG,Visual,46.06666667,-48.1,1957,1957,February,2/8/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,84,62,Y,Aircraft,USCG,Visual,46.08333333,-46.7,1957,1957,February,2/8/57,,Berg,3,,,,,,,,,,,,,,,,,,,,,
IOT,1,84,62,Y,Aircraft,USCG,Visual,46.08333333,-46.7,1957,1957,February,2/8/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,84,62,Y,Aircraft,USCG,Visual,46.08333333,-46.7,1957,1957,February,2/8/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,85,85,N,Aircraft,USCG,Visual,46.2,-47.71666667,1957,1957,February,2/8/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,86,86,N,Aircraft,USCG,Visual,46.78333333,-48.33333333,1957,1957,February,2/8/57,,Berg,9,,,,,,,,,,,,,,,,,,,,,
IOT,1,87,54,Y,Aircraft,USCG,Visual,46.83333333,-47.7,1957,1957,February,2/8/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,88,55,Y,Aircraft,USCG,Visual,46.91666667,-47.51666667,1957,1957,February,2/8/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,89,53,Y,Aircraft,USCG,Visual,46.91666667,-46.43333333,1957,1957,February,2/8/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,90,90,N,Ship,Isolde,Visual,45.88333333,-47.58333333,1957,1957,February,2/8/57,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,93,71,Y,Ship,USCGC Yakutat,Visual,45.75,-45.63333333,1957,1957,February,2/9/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,94,72,N,Ship,USCGC Yakutat,Visual,45.78333333,-45.7,1957,1957,February,2/9/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,96,71,Y,Ship,Unknown,Visual,45.41666667,-45.41666667,1957,1957,February,2/10/57,,Berg,2,,,,,,,,,,,,,,,,,,,,,
IOT,1,97,63,Y,Aircraft,USN,Visual,45.5,-46.53333333,1957,1957,February,2/10/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,98,54,Y,Aircraft,USN,Visual,46.58333333,-47.5,1957,1957,February,2/10/57,,Berg,2,,,,,,,,,,,,,,,,,,,,,
IOT,1,103,103,N,Ship,Unknown,Visual,48.13333333,-49.71666667,1957,1957,February,2/12/57,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,106,63,Y,Ship,Thalatta,Visual,45.3,-46.18333333,1957,1957,February,2/13/57,,Large,,,,,,1,,,,,183,E,12,E,,,,,,,,
