data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,#bergs,#growlers,#Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,Comments
IOT,1,1,1,N,Ship,El Reno Victory (SS),Unknown,41.95,-49.43333333,1946,1946,January,1/2/46,,Berg,1,,,,,,,,,,,,,,,,,,,,,IIP: Piece of ice or berg (position doubtful). HB 2940 Jan 12.
IOT,1,4,4,N,Aircraft,Ice Patrol,Visual,48.21666667,-50.11666667,1946,1946,February,2/6/46,,Medium,,,,,1,,,,,,,,,,,,,,,,,"IIP. HB 2945 Feb 16: medium berg 48°14N, 50°.03W"
IOT,1,10,10,N,Aircraft,Ice Patrol,Visual,47.95,-49.48333333,1946,1946,February,2/12/46,,Small,,,,1,,,,,,,,,,,,,,,,,,"IIP: (Field ice remarkably free of bergs.  Only 1 berg sighted between 49°45', 50°45; and Twillingate."
IOT,1,12,12,N,Aircraft,Ice Patrol,Visual,47.46666667,-49.16666667,1946,1946,February,2/13/46,,Berg,1,,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,2196,2196,N,Unknown,Unknown,Unknown,47.91666667,-50.33333333,1946,1946,February,2/14/46,,Berg,1,,,,,,,,,,,,,,,,,,,,,HB 2946 Feb 23
IOT,1,15,15,N,Ship,Edwin L. Drake,Visual,46.13333333,-47.5,1946,1946,February,2/17/46,,Small,,,,1,,,,,,,,,9,E,,,,,,,,IIP
IOT,1,16.1,16.1,N,Ship,Evanger,Visual,48.91666667,-48.93333333,1946,1946,February,2/18/46,,Large,,,,,,1,,,,,,,,,,,,,,,,"IIP: Large berg, small berg and much floating ice in vicinity."
IOT,1,16.2,16.2,N,Ship,Evanger,Visual,48.91666667,-48.93333333,1946,1946,February,2/18/46,,Small,,,,1,,,,,,,,,,,,,,,,,,"IIP: Large berg, small berg and much floating ice in vicinity."
IOT,1,2197,2197,N,Unknown,Unknown,Unknown,46.46666667,-50.81666667,1946,1946,February,2/27/46,,Growler,,1,,,,,,,,,,,,,,,,,,,,HB 2948 Mar 9
IOT,1,25,25,N,Aircraft,Ice Patrol,Visual,48.36666667,-48.21666667,1946,1946,March,3/2/46,,Berg,1,,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,26,26,N,Aircraft,Ice Patrol,Visual,48.26666667,-49.16666667,1946,1946,March,3/2/46,,Growler,,1,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,27,27,N,Aircraft,Ice Patrol,Visual,48.35,-49.16666667,1946,1946,March,3/2/46,,Growler,,1,,,,,,,,,,,,,,,,,,,,IIP
