data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,#bergs,#growlers,#Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,Comments
IOT,1,1,1,N,Miscellaneous,Cape Race Radio Station,Visual,48.26666667,-49.63333333,1932,1932,February ,2/5/32,,Growler,,1,,,,,,,,,,,,,,,,,,,,IIP: Small growler
IOT,1,2,2,N,Miscellaneous,Cape Race Radio Station,Visual,48.28333333,-49.45,1932,1932,February ,2/5/32,,Growler,,2,,,,,,,,,,,,,,,,,,,,IIP: Small growler
IOT,1,4.01,4.01,N,Miscellaneous,Cape Race Radio Station,Visual,48.91666667,-49.91666667,1932,1932,February,2/7/32,,Growler,,x,,,,,,,,,,,,,,,,,,,,IIP
IOT,0,4.02,4.02,N,Miscellaneous,Cape Race Radio Station,Visual,48.85,-50.06666667,1932,1932,February,2/7/32,,Growler,,,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,5,5,N,Miscellaneous,Cape Race Radio Station,Visual,48.41666667,-49.33333333,1932,1932,February,2/9/32,,Growler,,x,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,27,27,N,Ship,Cubano,Visual,48.45,-49.5,1932,1932,February,2/9/32,,Growler,,x,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,8,8,N,Ship,Drottingholm (SS),Visual,48.16666667,-49.36666667,1932,1932,February,2/15/32,,Small,,,,1,,,,,,,,,,,,,,,,,,IIP. HB 2217 Mar 2: passed a small berg & encountered field ice between 48.12N 49.20W & 48N 59.53W
IOT,1,12.01,12.01,N,Miscellaneous,Cape Race Radio Station,Visual,48,-51.08333333,1932,1932,February,2/17/32,,Growler,,x,,,,,,,,,,,,,,,,,,,,IIP: Field ice and small growlers
IOT,0,12.02,12.02,N,Miscellaneous,Cape Race Radio Station,Visual,48,-49.41666667,1932,1932,February,2/17/32,,Growler,,,,,,,,,,,,,,,,,,,,,,IIP
IOT,1,868,868,N,Ship,Frederik VIII (SS),Visual,47.55,-47.33333333,1932,1932,February,2/17/32,,Growler,,1,,,,,,,,,,,,,,,,,,,,HB 2219 Mar 16
IOT,1,869,869,N,Ship,Frederik VIII (SS),Visual,47.58333333,-47.26666667,1932,1932,February,2/17/32,,Growler,,1,,,,,,,,,,,,,,,,,,,,HB 2219 Mar 16: passed a growler & broken field ice extending N&S as far as could be seen
IOT,1,16.01,16.01,N,Miscellaneous,Cape Race Radio Station,Visual,47.58333333,-51.06666667,1932,1932,February,2/18/32,,Growler,,x,,,,,,,,,,,,,,,,,,,,IIP: Field ice and many heavy growlers
IOT,0,16.02,16.02,N,Miscellaneous,Cape Race Radio Station,Visual,48.2,-49.75,1932,1932,February,2/18/32,,Growler,,,,,,,,,,,,,,,,,,,,,,IIP
