data source,Flag,IIP #,Iceberg #,resight,sighting source,Vessel Name,sighting method,latitude,longitude,Ice Season,Year,Month,date,time,size,# Bergs,# Growlers,Bergy Bits,Small,Medium,Large,Very Large,Ice Island,Unidentified,shape,length,length flag,height,height flag,width,width flag,draft,draft flag,mass,mass flag,drill site,Comments
IOT,1,184,184,N,Ship,Imperial Sarnia,Visual,49.06666667,-53.3,1958,1958,May,5/21/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,185,185,N,Ship,Imperial Sarnia,Visual,49.31666667,-53.43333333,1958,1958,May,5/21/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,186,186,N,Ship,Imperial Sarnia,Visual,49.41666667,-53.26666667,1958,1958,May,5/21/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,187,187,N,Ship,Trollafoss,Radar,48.8,-49.96666667,1958,1958,May,5/21/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,188,188,N,Ship,Trollafoss,Radar,48.85,-50.91666667,1958,1958,May,5/21/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,189,189,N,Ship,Trollafoss,Radar,48.7,-49.93333333,1958,1958,May,5/21/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,190.11,190.11,N,Miscellaneous,"Ice Information Office, Gander",Unknown,49.66666667,-54,1958,1958,May,5/21/58,,Berg,x,,,,,,,,,,,,,,,,,,,,,Area from Cape Fogo to 52°40'N 54°40'W scattered bergs and numerous growlers north of 50°40'N.  5 growlers in Notre Dame Bay area including Straits of Belle Isle.
IOT,0,190.12,190.12,N,Miscellaneous,"Ice Information Office, Gander",Unknown,52.66666667,-54.66666667,1958,1958,May,5/21/58,,Berg,,,,,,,,,,,,,,,,,,,,,,
IOT,1,190.21,190.21,N,Miscellaneous,"Ice Information Office, Gander",Unknown,49.66666667,-54,1958,1958,May,5/21/58,,Growler,,x,,,,,,,,,,,,,,,,,,,,Area from Cape Fogo to 52°40'N 54°40'W scattered bergs and numerous growlers north of 50°40'N.  5 growlers in Notre Dame Bay area including Straits of Belle Isle.
IOT,0,190.22,190.22,N,Miscellaneous,"Ice Information Office, Gander",Unknown,52.66666667,-54.66666667,1958,1958,May,5/21/58,,Growler,,,,,,,,,,,,,,,,,,,,,,
IOT,1,191,191,N,Ship,HMCS Outremont,Visual,48.55,-52.91666667,1958,1958,May,5/21/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,192,192,N,Aircraft,Ice Patrol,Radar,48.58333333,-51.75,1958,1958,May,5/22/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,193,193,N,Ship,USNS Chattahoochee,Visual,52.61666667,-50.61666667,1958,1958,May,5/22/58,,Growler,,x,,,,,,,,,,,,,,,,,,,,Loose brash and growlers
IOT,1,194,194,N,Ship,USNS Chattahoochee,Visual,54.15,-51.5,1958,1958,May,5/22/58,,Growler,,x,,,,,,,,,,,,,,,,,,,,Scaterred growlers and brash
IOT,1,195,195,N,Ship,Ribblehead,Radar,48.55,-52.01666667,1958,1958,May,5/22/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,196,196,N,Ship,Ribblehead,Radar,48.86666667,-51.53333333,1958,1958,May,5/22/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,197,197,N,Ship,Ribblehead,Visual,49.2,-50.5,1958,1958,May,5/22/58,,Growler,,x,,,,,,,,,,,,,,,,,,,,Growlers
IOT,1,198,198,N,Ship,HMCS Outremont,Visual,49.03333333,-53.2,1958,1958,May,5/22/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,199,199,N,Ship,HMCS Outremont,Visual,49.05,-53.28333333,1958,1958,May,5/22/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,200,200,N,Ship,HMCS Outremont,Visual,49.31666667,-53.4,1958,1958,May,5/22/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,201,201,N,Ship,HMCS Outremont,Visual,49.4,-53.66666667,1958,1958,May,5/22/58,,Berg,2,,,,,,,,,,,,,,,,,,,,,
IOT,1,202,202,N,Aircraft,TWA,Visual,51,-52,1958,1958,May,5/23/58,,Berg,5,,,,,,,,,,,,,,,,,,,,,
IOT,1,203,203,N,Ship,Santiago,Unknown,46.28333333,-52.6,1958,1958,May,5/23/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,Doubtful
IOT,1,204,204,N,Ship,Santa Maria,Radar,47.66666667,-49.58333333,1958,1958,May,5/24/58,,Unidentified,,,,,,,,,8,,,,,,,,,,,,,Possibly ice
IOT,1,205,205,N,Ship,Ramorehead,Radar,47.71666667,-49.95,1958,1958,May,5/25/58,,Unidentified,,,,,,,,,2,,,,,,,,,,,,,Possibly ice
IOT,1,206,206,N,Ship,Ramorehead,Radar,47.6,-49.58333333,1958,1958,May,5/25/58,,Unidentified,,,,,,,,,5,,,,,,,,,,,,,Possibly ice
IOT,1,207.01,207.01,N,Ship,Manchester Mariner,Visual,52.81666667,-52.18333333,1958,1958,May,5/25/58,,Berg,12,,,,,,,,,,,,,,,,,,,,,
IOT,0,207.02,207.02,N,Ship,Manchester Mariner,Visual,51.95,-55.35,1958,1958,May,5/25/58,,Berg,,,,,,,,,,,,,,,,,,,,,,
IOT,1,208,208,N,Ship,Rautas,Radar,49,-50.71666667,1958,1958,May,5/25/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,209,209,N,Ship,Rautas,Radar,48.98333333,-50.33333333,1958,1958,May,5/25/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,210,210,N,Ship,Lousado,Visual,51.1,-49.9,1958,1958,May,5/25/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,213.1,213.1,N,Ship,Empress of Britain,Visual,52.81666667,-50.33333333,1958,1958,May,5/27/58,,Berg,15,,,,,,,,,,,,,,,,,,,,,"Southern edge of ice field. 15 bergs, many growlers."
IOT,1,213.2,213.2,N,Ship,Empress of Britain,Visual,52.81666667,-50.33333333,1958,1958,May,5/27/58,,Growler,,x,,,,,,,,,,,,,,,,,,,,"Southern edge of ice field. 15 bergs, many growlers."
IOT,1,214.11,214.11,N,Ship,Empress of Britain,Visual,52.78333333,-50.68333333,1958,1958,May,5/27/58,,Berg,13,,,,,,,,,,,,,,,,,,,,,
IOT,0,214.12,214.12,N,Ship,Empress of Britain,Visual,52.81666667,-50.93333333,1958,1958,May,5/27/58,,Berg,,,,,,,,,,,,,,,,,,,,,,
IOT,1,214.21,214.21,N,Ship,Empress of Britain,Visual,52.78333333,-50.68333333,1958,1958,May,5/27/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,0,214.22,214.22,N,Ship,Empress of Britain,Visual,52.81666667,-50.93333333,1958,1958,May,5/27/58,,Berg,,,,,,,,,,,,,,,,,,,,,,
IOT,1,215.11,215.11,N,Ship,Empress of Britain,Visual,52.65,-50.95,1958,1958,May,5/28/58,,Berg,15,,,,,,,,,,,,,,,,,,,,,
IOT,0,215.12,215.12,N,Ship,Empress of Britain,Visual,52.15,-53.46666667,1958,1958,May,5/28/58,,Berg,,,,,,,,,,,,,,,,,,,,,,
IOT,1,215.21,215.21,N,Ship,Empress of Britain,Visual,52.65,-50.95,1958,1958,May,5/28/58,,Growler,,2,,,,,,,,,,,,,,,,,,,,
IOT,0,215.22,215.22,N,Ship,Empress of Britain,Visual,52.15,-53.46666667,1958,1958,May,5/28/58,,Growler,,,,,,,,,,,,,,,,,,,,,,
IOT,1,216.01,216.01,N,Ship,Empress of Britain,Visual,52.05,-53.86666667,1958,1958,May,5/28/58,,Berg,14,,,,,,,,,,,,,,,,,,,,,
IOT,0,216.02,216.02,N,Ship,Empress of Britain,Visual,51.83333333,-55.8,1958,1958,May,5/28/58,,Berg,,,,,,,,,,,,,,,,,,,,,,
IOT,1,217,217,N,Ship,Empress of Britain,Visual,51.78333333,-56.15,1958,1958,May,5/28/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,219,219,N,Aircraft,Unknown,Visual,49,-53,1958,1958,May,5/28/58,,Large,,,,,,x,,,,,,,,,,,,,,,,Several large bergs
IOT,1,220,220,N,Aircraft,SAL,Visual,51.83333333,-50,1958,1958,May,5/28/58,,Berg,10,,,,,,,,,,,,,,,,,,,,,
IOT,1,221,221,N,Aircraft,Ice Patrol,Visual,48.9,-51.66666667,1958,1958,May,5/28/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,222,222,N,Aircraft,Ice Patrol,Visual,48.9,-53.11666667,1958,1958,May,5/28/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,223,223,N,Aircraft,Ice Patrol,Visual,48.98333333,-52.7,1958,1958,May,5/28/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,224.1,224.1,N,Aircraft,Ice Patrol,Visual,49.1,-53.25,1958,1958,May,5/28/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,224.2,224.2,N,Aircraft,Ice Patrol,Visual,49.1,-53.25,1958,1958,May,5/28/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,225,225,N,Aircraft,Ice Patrol,Visual,49.1,-50.1,1958,1958,May,5/28/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,226,226,N,Aircraft,Ice Patrol,Visual,49.25,-52.86666667,1958,1958,May,5/28/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,227,227,N,Aircraft,Ice Patrol,Visual,49.53333333,-51.96666667,1958,1958,May,5/28/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,228,228,N,Aircraft,Ice Patrol,Visual,49.61666667,-52.4,1958,1958,May,5/28/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,229,229,N,Aircraft,Ice Patrol,Visual,49.65,-52.58333333,1958,1958,May,5/28/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,230.01,230.01,N,Aircraft,Ice Patrol,Visual,49.78333333,-52.66666667,1958,1958,May,5/28/58,,Growler,,5,,,,,,,,,,,,,,,,,,,,
IOT,0,230.02,230.02,N,Aircraft,Ice Patrol,Visual,49.86666667,-51.66666667,1958,1958,May,5/28/58,,Growler,,,,,,,,,,,,,,,,,,,,,,
IOT,1,231,231,N,Aircraft,Ice Patrol,Visual,50.38333333,-49.25,1958,1958,May,5/28/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,232,232,N,Aircraft,Ice Patrol,Radar,50.41666667,-48.96666667,1958,1958,May,5/28/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,233,233,N,Aircraft,TWA,Visual,52.83333333,-50.66666667,1958,1958,May,5/29/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,234.1,234.1,N,Ship,Lindenwald,Radar,51.16666667,-49.5,1958,1958,May,5/30/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,"Growler, radar contact, possible berg"
IOT,1,234.2,234.2,N,Ship,Lindenwald,Radar,51.16666667,-49.5,1958,1958,May,5/30/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,"Growler, radar contact, possible berg"
IOT,1,235.1,235.1,N,Ship,Germont,Radar,49.65,-54.83333333,1958,1958,May,5/30/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,"Growler, radar contact, possible berg"
IOT,1,235.2,235.2,N,Ship,Germont,Radar,49.65,-54.83333333,1958,1958,May,5/30/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,"Growler, radar contact, possible berg"
IOT,1,236.1,236.1,N,Ship,Empress of France,Visual,52.58333333,-50.25,1958,1958,May,5/31/58,,Berg,x,,,,,,,,,,,,,,,,,,,,,"Bergs, growlers and brash between lats. 52°20'N and 52°50'N and longs. 50°00'W and 50°30'W."
IOT,1,236.2,236.2,N,Ship,Empress of France,Visual,52.58333333,-50.25,1958,1958,May,5/31/58,,Growler,,x,,,,,,,,,,,,,,,,,,,,"Bergs, growlers and brash between lats. 52°20'N and 52°50'N and longs. 50°00'W and 50°30'W."
IOT,1,238,238,N,Ship,Poseidon,Visual,52.03333333,-53.85,1958,1958,June,6/1/58,,Small,,,,x,,,,,,,,,,,,,,,,,,Small bergs
IOT,1,239,239,N,Ship,Unknown,Visual,53.8,-55.5,1958,1958,June,6/1/58,,Berg,2,,,,,,,,,,,,,,,,,,,,,
IOT,1,240,240,N,Ship,USCGC Duane,Visual,49.33333333,-49.85,1958,1958,June,6/1/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,241,241,N,Ship,USCGC Duane,Radar,51.38333333,-49.03333333,1958,1958,June,6/1/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,242,242,N,Aircraft,USN,Visual,52.5,-49.75,1958,1958,June,6/1/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,243,243,N,Ship,USCGC Spar,Visual,50.45,-52.61666667,1958,1958,June,6/1/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,244,244,N,Aircraft,USCGC Spar,Radar,51.7,-54.75,1958,1958,June,6/1/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,245.01,245.01,N,Aircraft,USCGC Spar,Radar,53.4,-52.8,1958,1958,June,6/2/58,,Berg,x,,,,,,,,,,,,,,,,,,,,,"Numerous radar targets, possible bergs"
IOT,0,245.02,245.02,N,Aircraft,USCGC Spar,Radar,54,-52.8,1958,1958,June,6/2/58,,Berg,,,,,,,,,,,,,,,,,,,,,,
IOT,1,246,246,N,Aircraft,Ice Patrol,Visual,50.63333333,-48.81666667,1958,1958,June,6/2/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,247,247,N,Aircraft,Ice Patrol,Visual,51.5,-49.16666667,1958,1958,June,6/2/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,248,248,N,Aircraft,Ice Patrol,Visual,51.53333333,-50.2,1958,1958,June,6/2/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,249,249,N,Aircraft,Ice Patrol,Visual,51.6,-50.63333333,1958,1958,June,6/2/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,250,250,N,Aircraft,Ice Patrol,Visual,51.58333333,-50.43333333,1958,1958,June,6/2/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,251,251,N,Aircraft,Ice Patrol,Visual,51.78333333,-49.63333333,1958,1958,June,6/2/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,252.1,252.1,N,Ship,USCGC Rockaway,Visual,54.75,-50.33333333,1958,1958,June,6/3/58,,Small,,,,1,,,,,,,,,,,,,,,,,,"Small berg, growler"
IOT,1,252.2,252.2,N,Ship,USCGC Rockaway,Visual,54.75,-50.33333333,1958,1958,June,6/3/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,"Small berg, growler"
IOT,1,253,253,N,Ship,USCGC Rockaway,Radar,54.53333333,-50.23333333,1958,1958,June,6/3/58,,Small,,,,1,,,,,,,,,,,,,,,,,,"Small berg, radar contact, possible ice."
IOT,1,254.1,254.1,N,Ship,Elfriede,Visual,53.38333333,-50.5,1958,1958,June,6/3/58,,Berg,15,,,,,,,,,,,,,,,,,,,,,"15 bergs, several growlers between lats. 53°10'N and 53°36'N and longs. 51°W and 50°'W."
IOT,1,254.2,254.2,N,Ship,Elfriede,Visual,53.38333333,-50.5,1958,1958,June,6/3/58,,Growler,,x,,,,,,,,,,,,,,,,,,,,"15 bergs, several growlers between lats. 53°10'N and 53°36'N and longs. 51°W and 50°'W."
IOT,1,255,255,N,Aircraft,MATS,Visual,51.46666667,-50.61666667,1958,1958,June,6/3/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,256,256,N,Ship,USCGC Rushmore,Visual,50.43333333,-53.43333333,1958,1958,June,6/4/58,,Berg,6,,,,,,,,,,,,,,,,,,,,,6 bergs between lats. 49°44'N and 51°08'N and longs. 52°57'W and 53°56'W.
IOT,1,257.01,257.01,N,Ship,USCGC Rushmore,Visual,52.85,-55.06666667,1958,1958,June,6/4/58,,Berg,3,,,,,,,,,,,,,,,,,,,,,
IOT,0,257.02,257.02,N,Ship,USCGC Rushmore,Visual,53.08333333,-55.26666667,1958,1958,June,6/4/58,,Berg,,,,,,,,,,,,,,,,,,,,,,
IOT,1,258,258,N,Ship,USCGC Rushmore,Visual,54.73333333,-52.8,1958,1958,June,6/4/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,259.1,259.1,N,Ship,USCGC Rushmore,Visual,52.5,-54.46666667,1958,1958,June,6/4/58,,Berg,2,,,,,,,,,,,,,,,,,,,,,2 bergs and growlers
IOT,1,259.2,259.2,N,Ship,USCGC Rushmore,Visual,52.5,-54.46666667,1958,1958,June,6/4/58,,Growler,,x,,,,,,,,,,,,,,,,,,,,2 bergs and growlers
IOT,1,260,260,N,Ship,USCGC Rushmore,Visual,51,-53.81666667,1958,1958,June,6/4/58,,Berg,2,,,,,,,,,,,,,,,,,,,,,
IOT,1,261,261,N,Ship,USCGC Rushmore,Visual,52.66666667,-54.18333333,1958,1958,June,6/4/58,,Berg,3,,,,,,,,,,,,,,,,,,,,,
IOT,1,262,262,N,Ship,USCGC Rushmore,Visual,52.11666667,-54.33333333,1958,1958,June,6/4/58,,Berg,2,,,,,,,,,,,,,,,,,,,,,
IOT,1,263,263,N,Ship,USCGC Rushmore,Visual,51.48333333,-54.1,1958,1958,June,6/4/58,,Berg,2,,,,,,,,,,,,,,,,,,,,,
IOT,1,264,264,N,Ship,USCGC Rushmore,Visual,50.26666667,-53.53333333,1958,1958,June,6/4/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,265,265,N,Ship,USCGC Rushmore,Visual,50.6,-53.53333333,1958,1958,June,6/4/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,267,267,N,Ship,Leabeth,Visual,51.56666667,-54.43333333,1958,1958,June,6/4/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,268.1,268.1,N,Ship,Seven Seas,Visual,51.81666667,-54.85,1958,1958,June,6/5/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,Berg and growlers
IOT,1,268.2,268.2,N,Ship,Seven Seas,Visual,51.81666667,-54.85,1958,1958,June,6/5/58,,Growler,,x,,,,,,,,,,,,,,,,,,,,Berg and growlers
IOT,1,269,269,N,Ship,Seven Seas,Visual,52.03333333,-54.75,1958,1958,June,6/5/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,270,270,N,Ship,Seven Seas,Visual,52.33333333,-50.83333333,1958,1958,June,6/5/58,,Berg,5,,,,,,,,,,,,,,,,,,,,,
IOT,1,271,271,N,Ship,Seven Seas,Visual,52.33333333,-51.33333333,1958,1958,June,6/5/58,,Berg,5,,,,,,,,,,,,,,,,,,,,,
IOT,1,272.1,272.1,N,Ship,Seven Seas,Visual,51.83333333,-50.18333333,1958,1958,June,6/5/58,,Berg,7,,,,,,,,,,,,,,,,,,,,,7 bergs and several growlers between lats. 51°15'N and 52°30'N and longs. 49°52'W and 50°40'W.
IOT,1,272.2,272.2,N,Ship,Seven Seas,Visual,51.83333333,-50.18333333,1958,1958,June,6/5/58,,Growler,,x,,,,,,,,,,,,,,,,,,,,7 bergs and several growlers between lats. 51°15'N and 52°30'N and longs. 49°52'W and 50°40'W.
IOT,1,273,273,N,Ship,Cairngowan,Visual,51.83333333,-55.83333333,1958,1958,June,6/5/58,,Berg,4,,,,,,,,,,,,,,,,,,,,,
IOT,1,274,274,N,Ship,Empress of Britain,Visual,51.98333333,-55.08333333,1958,1958,June,6/5/58,,Berg,12,,,,,,,,,,,,,,,,,,,,,12 bergs between lats. 51°54'N and 52°04'N and longs. 54°15'W and 55°55'W.
IOT,1,275,275,N,Aircraft,Ice Patrol,Visual,50.08333333,-51.88333333,1958,1958,June,6/5/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,276,276,N,Aircraft,Ice Patrol,Visual,51.28333333,-52.45,1958,1958,June,6/5/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,277,277,N,Aircraft,Ice Patrol,Visual,51.66666667,-52.95,1958,1958,June,6/5/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,278,278,N,Aircraft,Ice Patrol,Visual,51.88333333,-51.5,1958,1958,June,6/5/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,279,279,N,Aircraft,Ice Patrol,Visual,52.05,-51.46666667,1958,1958,June,6/5/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,280,280,N,Aircraft,Ice Patrol,Visual,49.08333333,-53.28333333,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,281,281,N,Aircraft,Ice Patrol,Visual,49.13333333,-53.55,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,282,282,N,Aircraft,Ice Patrol,Visual,49.21666667,-53.3,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,283,283,N,Aircraft,Ice Patrol,Visual,49.45,-53.61666667,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,284,284,N,Aircraft,Ice Patrol,Visual,49.58333333,-53.26666667,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,285,285,N,Aircraft,Ice Patrol,Visual,49.61666667,-52.98333333,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,286,286,N,Aircraft,Ice Patrol,Visual,49.63333333,-52.95,1958,1958,June,6/6/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,287,287,N,Aircraft,Ice Patrol,Visual,49.65,-52.93333333,1958,1958,June,6/6/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,288,288,N,Aircraft,Ice Patrol,Visual,49.7,-53.71666667,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,289,289,N,Aircraft,Ice Patrol,Visual,49.8,-51.95,1958,1958,June,6/6/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,290,290,N,Aircraft,Ice Patrol,Visual,49.83333333,-53.7,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,291,291,N,Aircraft,Ice Patrol,Visual,49.98333333,-53.11666667,1958,1958,June,6/6/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,292,292,N,Aircraft,Ice Patrol,Visual,50.11666667,-53.23333333,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,293,293,N,Aircraft,Ice Patrol,Visual,50.13333333,-53.43333333,1958,1958,June,6/6/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,294,294,N,Aircraft,Ice Patrol,Visual,50.35,-53.43333333,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,295,295,N,Aircraft,Ice Patrol,Visual,50.55,-53.35,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,296,296,N,Aircraft,Ice Patrol,Visual,50.63333333,-53.98333333,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,297,297,N,Aircraft,Ice Patrol,Visual,51.01666667,-53.48333333,1958,1958,June,6/6/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,298,298,N,Aircraft,Ice Patrol,Visual,51.05,-53.06666667,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,299,299,N,Aircraft,Ice Patrol,Visual,51.11666667,-53.68333333,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,300,300,N,Aircraft,Ice Patrol,Visual,51.2,-52.41666667,1958,1958,June,6/6/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,301,301,N,Aircraft,Ice Patrol,Visual,51.36666667,-53.46666667,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,302,302,N,Aircraft,Ice Patrol,Visual,51.61666667,-52.86666667,1958,1958,June,6/6/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,303,303,N,Aircraft,Ice Patrol,Visual,51.63333333,-52.96666667,1958,1958,June,6/6/58,,Growler,,1,,,,,,,,,,,,,,,,,,,,
IOT,1,304,304,N,Aircraft,Ice Patrol,Visual,51.63333333,-53.06666667,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,305,304,N,Aircraft,Ice Patrol,Visual,51.63333333,-53.38333333,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,306,306,N,Aircraft,Ice Patrol,Visual,51.88333333,-54.65,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,307,307,N,Aircraft,Ice Patrol,Visual,51.98333333,-53.65,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,308,308,N,Aircraft,Ice Patrol,Visual,52.1,-54.36666667,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,309,309,N,Aircraft,Ice Patrol,Visual,52.3,-54.21666667,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,310.1,310.1,N,Ship,Transontario,Visual,51.96666667,-54.25,1958,1958,June,6/6/58,,Berg,4,,,,,,,,,,,,,,,,,,,,,Between lats. 51°52'N and 52°04'N and longs. 53°48'W and 54°41'W.
IOT,1,310.2,310.2,N,Ship,Transontario,Visual,51.96666667,-54.25,1958,1958,June,6/6/58,,Growler,,2,,,,,,,,,,,,,,,,,,,,Between lats. 51°52'N and 52°04'N and longs. 53°48'W and 54°41'W.
IOT,1,311.1,311.1,N,Ship,Transontario,Visual,52.28333333,-51.5,1958,1958,June,6/6/58,,Berg,x,,,,,,,,,,,,,,,,,,,,,Many bergs and growlers between lats. 52°05'N and 52°30'N and longs. 51°00'W and 52°00'W.
IOT,1,311.2,311.2,N,Ship,Transontario,Visual,52.28333333,-51.5,1958,1958,June,6/6/58,,Growler,,x,,,,,,,,,,,,,,,,,,,,Many bergs and growlers between lats. 52°05'N and 52°30'N and longs. 51°00'W and 52°00'W.
IOT,1,312,312,N,Ship,Transontario,Visual,51.68333333,-55.38333333,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,313,313,N,Ship,Transontario,Visual,51.88333333,-55.03333333,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,314,314,N,Ship,Fransisca Sartori,Visual,53.95,-50.43333333,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,315,315,N,Ship,Fransisca Sartori,Visual,53.61666667,-50.76666667,1958,1958,June,6/6/58,,Berg,1,,,,,,,,,,,,,,,,,,,,,
IOT,1,316.1,316.1,N,Ship,Transontario,Visual,51.75,-50.75,1958,1958,June,6/7/58,,Berg,x,,,,,,,,,,,,,,,,,,,,,Many bergs and growlers between lats. 51°00'N and 52°30'N and longs. 51°40'W and 49°50'W.
